,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Mr. Jason Nathanial Gorevic', 'age': 50, 'title': 'CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 876033, 'exercisedValue': 0, 'unexercisedValue': 4929101}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
1,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Ms. Mala  Murthy', 'age': 58, 'title': 'Chief Financial Officer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 749333, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
2,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Mr. Michael  Waters', 'age': 49, 'title': 'Chief Operating Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1333125, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
3,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Dr. Claus Torp Jensen Ph.D.', 'age': 54, 'title': 'Chief Innovation Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 619866, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
4,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Mr. Laizer D. Kornwasser', 'age': 51, 'title': 'Pres of Enterprise Growth & Global Markets', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1144697, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
5,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Dr. George Byron Brooks', 'title': 'Co-Founder', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
6,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Mr. Richard J. Napolitano', 'age': 55, 'title': 'Sr. VP, Chief Accounting Officer & Controller', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
7,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Mr. Patrick Thomas Feeley C.F.A., CPA', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
8,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Mr. Adam Christian Vandervoort', 'age': 47, 'title': 'Chief Legal Officer & Sec.', 'yearBorn': 1975, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
9,2 Manhattanville Road,Suite 203,Purchase,NY,10577,United States,203 635 2002,https://www.teladochealth.com,Health Information Services,Healthcare,"Teladoc Health, Inc. provides virtual healthcare services in the United States and internationally. The company operates through two segments, Integrated Care and BetterHelp segments. The Integrated Care segment offers virtual medical services, including general medical, expert medical, specialty medical, chronic condition management, and mental health, as well as enabling technologies and enterprise telehealth solutions for hospitals and health systems. The BetterHelp segment operates a mental health platform that provides online counseling and therapy services through website, mobile applications, phones, and text-based interactions by its that licensed clinicians. The company offers its products and services under the Teladoc, Livongo, and BetterHelp brands. It serves employers, health plans, hospitals and health systems, and insurance and financial services companies, as well as individual members. The company was formerly known as Teladoc, Inc. and changed its name to Teladoc Health, Inc. in August 2018. Teladoc Health, Inc. was incorporated in 2002 and is headquartered in Purchase, New York.",4816,"{'maxAge': 1, 'name': 'Mr. Andrew  Turitz', 'age': 49, 'title': 'Exec. VP of Corp. Devel.', 'yearBorn': 1973, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",5,2,6,1,2,1693526400,1672444800,86400,2,21.6,21.5,20.98,21.66,21.6,21.5,20.98,21.66,0.0,1.102005,-18.596493,6644689,6644689,5358377,3559410,3559410,21.11,21.19,800,3200,3496982528,20.98,34.73,1.3817909,24.074,25.50455,0.0,0.0,USD,4189979648,-1.58764,163700127,164952000,29258483,27817272,1690761600,1693440000,0.1774,0.0064499998,0.82553,6.67,0.2018,13.92,1.5229886,1672444800,1703980800,1688083200,-4017952000,-23.75,-1.14,0.22,1.656,-1058.878,NYQ,EQUITY,TDOC,TDOC,"Teladoc Health, Inc.","Teladoc Health, Inc.",1435671000,America/New_York,EDT,-14400000,21.2,40.0,25.0,30.0,29.0,2.7,hold,20,958694976,5.812,-3957000,1585709056,3.094,3.445,2530760960,69.09,15.552,-0.02224,-0.95896006,1662853000,218099632,242908000,0.101,0.70162004,-0.00156,-0.087299995,USD,
