,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. Milton  Cooper', 'age': 93, 'title': 'Co-Founder & Exec. Chairman', 'yearBorn': 1929, 'fiscalYear': 2022, 'totalPay': 2389982, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
1,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. Conor C. Flynn', 'age': 41, 'title': 'CEO & Director', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 4489533, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
2,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. Ross  Cooper', 'age': 39, 'title': 'Pres & Chief Investment Officer', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 2121463, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
3,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. Glenn Gary Cohen CPA', 'age': 58, 'title': 'Exec. VP, CFO & Treasurer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2046594, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
4,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. David  Jamieson', 'age': 41, 'title': 'Exec. VP & COO', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 2037817, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
5,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. Paul  Westbrook', 'title': 'VP & Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
6,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. Kenneth  Fisher', 'title': 'VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
7,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. Thomas R. Taddeo', 'title': 'Exec. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
8,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. David F. Bujnicki', 'age': 50, 'title': 'Sr. VP of Investor Relations & Strategy', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
9,500 North Broadway,Suite 201,Jericho,NY,11753-2128,United States,516 869 9000,516 869 9001,https://www.kimcorealty.com,REIT—Retail,Real Estate,"Kimco Realty (NYSE:KIM) is a real estate investment trust (REIT) headquartered in Jericho, N.Y. that is North America's largest publicly traded owner and operator of open-air, grocery-anchored shopping centers and a growing portfolio of mixed-use assets. The company's portfolio is primarily concentrated in the first-ring suburbs of the top major metropolitan markets, including those in high-barrier-to-entry coastal markets and rapidly expanding Sun Belt cities, with a tenant mix focused on essential, necessity-based goods and services that drive multiple shopping trips per week. Kimco Realty is also committed to leadership in environmental, social and governance (ESG) issues and is a recognized industry leader in these areas. Publicly traded on the NYSE since 1991, and included in the S&P 500 Index, the company has specialized in shopping center ownership, management, acquisitions, and value enhancing redevelopment activities for more than 60 years. As of June 30, 2023, the company owned interests in 528 U.S. shopping centers and mixed-use assets comprising 90 million square feet of gross leasable space.",639,"{'maxAge': 1, 'name': 'Mr. Bruce M. Rubenstein', 'title': 'Exec. VP, Gen. Counsel & Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,8,1,7,4,1693526400,1672444800,86400,2,19.06,19.06,18.84,19.095,19.06,19.06,18.84,19.095,0.92,0.048699997,1693958400,1.4918,5.16,1.457468,30.950817,33.122807,6814772,6814772,4409951,5203300,5203300,18.21,19.2,4000,1200,11703239680,17.34,23.27,6.6534657,19.6706,19.9348,0.91,0.04774397,USD,18637996032,0.23,601441553,619875008,16967624,14711743,1690761600,1693440000,0.0274,0.02242,0.92966,3.63,0.0337,15.524,1.2161813,1672444800,1703980800,1688083200,376243008,0.61,0.57,-0.88,2:1,1124841600,10.596,17.546,NYQ,EQUITY,KIM,KIM,Kimco Realty Corporation (HC),Kimco Realty Corporation,690820200,America/New_York,EDT,-14400000,18.88,26.0,20.0,22.57,23.0,2.3,buy,17,536476992,0.865,1062208000,7245817856,3.905,3.905,1758968960,73.574,2.854,0.01995,0.04158,1196777000,908440256,1019059968,0.037,0.68904996,0.60388,0.32784998,USD,5.1038
