,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Arthur Howard Penn', 'age': 59, 'title': 'Founder, Chairman, Managing Partner & CEO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
1,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Richard Thomas Allorto Jr., CPA, CPA', 'age': 50, 'title': 'CFO & Treasurer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
2,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Matthew  Visgilio', 'title': 'Mang. of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
3,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Ricky  Kara', 'title': 'Accounting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
4,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Jeffrey  Sion', 'title': 'Corp. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
5,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Frank  Galea', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
6,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Ms. Sarah  Kurash', 'title': 'Director of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
7,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Michael  Appelbaum', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
8,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Terence  Clerkin', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
9,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pnnt.pennantpark.com,Asset Management,Financial Services,"PennantPark Investment Corporation, a business development company is a private equity fund specializes in direct and mezzanine investments in middle market companies. It invests in the form of mezzanine debt, senior secured loans, and equity investments. The fund typically invests in buildings and real estate, hotels, gaming and leisure, technology, telecommunications, transportation, information technology services, electronics, healthcare & pharmaceuticals, education and childcare, financial services, printing and publishing, consumer products, business services, energy & Related Services and utilities, distribution, oil and gas, media, environmental services, aerospace and defense, building materials, capital equipment, chemicals, plastics, & rubber, food & beverage, wholesale, manufacturing and basic industries and retail. It invests in equity securities and debt transactions through preferred stock, common stock, warrants, options, senior secured debt, subordinated debt, subordinated loans, first lien debt, mezzanine loans, and distressed debt securities and private equity co-investments. It seeks to invest in companies based in the United States. The fund seeks to invest between $10 million and $100 million cross the capital structure (senior secured loans, subordinated debt, and other investments) in its portfolio companies with EBITDA between $10 to $50 million. Its mezzanine loans, senior secured loans, and other investments in its portfolio companies are between $15 million and $50 million. The fund may also make non-control equity and debt investments.","{'maxAge': 1, 'name': 'Mr. Salvatore  Giannetti III', 'title': 'Sr. Partner & Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,6.47,6.43,6.33,6.46,6.47,6.43,6.33,6.46,0.76,0.1176,1694736000,11.2,1.607192,7.4252872,831343,831343,379690,398280,398280,6.33,6.38,4000,3000,421350272,4.7,7.07,3.0041943,6.514,5.82455,0.7,0.108191654,USD,995691264,-0.57751,65224500,319709,574356,1690761600,1693440000,0.0049,0.0298,0.34384,0.75,0.0050999997,7.721,0.83667916,1664496000,1696032000,1688083200,-80998000,-1.23,0.87,0.2,7.099,NYQ,EQUITY,PNNT,PNNT,PennantPark Investment Corporat,PennantPark Investment Corporation,1176989400,America/New_York,EDT,-14400000,6.46,8.0,6.5,7.06,7.0,2.6,hold,8,42776000,0.656,617116992,1.921,2.259,140254000,122.536,2.15,0.05451,-0.14271,104966000,87822376,192028000,0.928,1.0,0.0,0.80450994,USD,
