,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. Alfred P. West Jr.', 'age': 79, 'title': 'Exec. Chairman', 'yearBorn': 1943, 'fiscalYear': 2022, 'totalPay': 1774828, 'exercisedValue': 1956000, 'unexercisedValue': 2363525}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
1,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. Ryan P. Hicke', 'age': 44, 'title': 'CEO & Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 2295865, 'exercisedValue': 677650, 'unexercisedValue': 1627215}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
2,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. Dennis J. McGonigle', 'age': 61, 'title': 'Exec. VP & CFO', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1844039, 'exercisedValue': 1144847, 'unexercisedValue': 1746515}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
3,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. Wayne Montgomery Withrow', 'age': 66, 'title': 'Exec. VP & Head of Global Asset Management', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 1733487, 'exercisedValue': 981000, 'unexercisedValue': 1751700}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
4,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. Philip N. McCabe', 'age': 59, 'title': ""Exec. VP & Head of SEI's Investment Mang.s Bus."", 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1690770, 'exercisedValue': 0, 'unexercisedValue': 1601525}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
5,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. William M. Doran', 'age': 81, 'title': 'Sec. & Director', 'yearBorn': 1941, 'fiscalYear': 2022, 'totalPay': 440504, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
6,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. James F. Smigiel', 'age': 53, 'title': 'Chief Investment Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
7,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. Mark Andrew Warner', 'age': 54, 'title': 'VP, Chief Accounting Officer & Controller', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
8,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. Alexander  Whitelam', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
9,1 Freedom Valley Drive,Oaks,PA,19456,United States,610 676 1000,https://www.seic.com,Asset Management,Financial Services,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",4805,"{'maxAge': 1, 'name': 'Mr. Michael N. Peterson', 'age': 55, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1967, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,9,4,6,1693526400,1672444800,86400,2,56.0,57.5,56.5,57.5,56.0,57.5,56.5,57.5,0.79,0.0139,1686268800,0.28959998,1.27,1.02697,20.250896,14.054727,70,70,0,0,0,55.5,58.0,20000,20000,7589475840,48.0,60.0,4.023899,55.6,54.5275,0.86,0.015357143,EUR,6697247232,0.21194,109393932,132358000,0.17573999,0.71106005,15.303,3.6920865,1672444800,1703980800,1688083200,0.068,399748992,2.79,4.02,1.39,3.551,16.322,FRA,EQUITY,SI3.F,SI3.F,"SEI INVESTMENT  DL-,01",SEI Investments Company,977986800,Europe/Berlin,CEST,7200000,56.5,75.0,68.0,72.2,72.0,2.3,buy,5,808091008,6.105,410311008,27108000,5.126,5.333,1886099968,1.34,14.055,0.09871,0.20263,1576083000,213772256,417958016,0.099,0.015,0.77866995,0.21754,0.19091,USD,1.3456
