,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Ms. Katie  Murray CA', 'age': 53, 'title': 'Group CFO & Exec. Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1591009, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
1,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Mr. John-Paul  Thwaite', 'age': 51, 'title': 'Group CEO & Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
2,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Mr. Richard John Fisher', 'title': 'Chief Accountant', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
3,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Mr. Scott  Marcar', 'title': 'Group Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
4,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Mr. Alexander  Holcroft', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
5,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Mr. Gideon  Moore', 'title': 'Group Chief Legal Officer & Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
6,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Alex  Dawtrey', 'title': 'Chief Communications Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
7,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Ms. Margaret  Jobling', 'title': 'Group Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
8,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Matt  Austen', 'title': 'Group Director of Strategy, Corp. Devel. & Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
9,Gogarburn,PO Box 1000,Edinburgh,EH12 1HQ,United Kingdom,44 13 1556 8555,https://www.natwestgroup.com,Banks—Regional,Financial Services,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Private Banking, and Commercial & Institutional segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The Commercial & Institutional segment offers banking and financial solutions to large corporate organisations, multi-nationals, and financial institutions. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",61500,"{'maxAge': 1, 'name': 'Ms. Jen  Tippin', 'title': 'Group Chief People & Transformation Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,1,6,8,3,1693526400,1672444800,86400,4,2.92,2.93,2.8,2.93,2.92,2.93,2.8,2.93,0.19,0.0689,1691625600,0.308,1.25,5.185185,4364,4364,9800,9440,9440,0.0,0.0,0,0,26329520128,2.35,3.69,1.8558906,2.9768,3.20615,0.155,0.05308219,USD,-97046798336,0.28174,5415617080,8895819776,0.39041,0.36067,3.893,0.71923965,1672444800,1703980800,1688083200,-0.029,4307999744,0.54,-6.841,PNK,EQUITY,RBSPF,RBSPF,NATWEST GROUP PLC,NatWest Group plc,1234535400,America/New_York,EDT,-14400000,2.8,none,272519004160,30.521,150431006720,14186999808,1.486,0.00604,0.12420999,12980000000,-31216001024,-0.025,0.137,0.0,0.0,0.4397,GBP,
