,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Mr. Samir A. Manji CPA, CA, CPA', 'age': 53, 'title': 'Pres, CEO & Trustee', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1008487, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
1,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Ms. Jaclyn  Koenig CA', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 480322, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
2,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Ms. Kim  Riley', 'age': 38, 'title': 'Chief Operating Officer', 'yearBorn': 1984, 'fiscalYear': 2022, 'totalPay': 490084, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
3,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Mr. Philip  Martens', 'title': 'Exec. VP of U.S. Region', 'fiscalYear': 2022, 'totalPay': 532955, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
4,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Mr. Leon R. Wilkosz', 'title': 'Sr. VP of Asset Management - Wisconsin', 'fiscalYear': 2022, 'totalPay': 429481, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
5,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Ms. Danielle  Robert', 'title': 'VP of Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
6,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Ms. Heather  Nikkel', 'title': 'Sr. VP of Investor Relations & Sustainability', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
7,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Ms. Kara  Watson', 'title': 'VP of Legal', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
8,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Ms. Jayelle  Morris', 'title': 'VP of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
9,600 – 220 Portage Avenue,Winnipeg,MB,R3C 0A5,Canada,204 947 1250,204 947 0453,https://www.artisreit.com,REIT—Diversified,Real Estate,"Artis is a diversified Canadian real estate investment trust with a portfolio of industrial, office and retail properties in Canada and the United States. Artis's vision is to build a best-in-class asset management and investment platform focused on growing net asset value per unit and distributions for investors through value investing in real estate.",172,"{'maxAge': 1, 'name': 'Mr. Brad  Goerzen', 'title': 'Sr. VP of Leasing - Central Region', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,5,1,1693526400,1672444800,86400,2,7.14,7.14,7.0,7.19,7.14,7.14,7.0,7.19,0.6,0.0837,1693353600,6.27,1.109203,6.9611654,3425446,3425446,435929,678470,678470,7.17,7.18,0,0,784182912,6.58,10.72,3.3502927,7.0236,7.8915,0.6,0.084033616,CAD,2830533888,-1.41186,73457166,109370000,4723740,6071506,1690761600,1693440000,0.0432,0.16820998,0.35112998,11.26,16.454,0.4357603,1672444800,1703980800,1688083200,-343977984,-2.93,1.03,0:1,1138752000,12.093,42.172,TOR,EQUITY,AX-UN.TO,AX-UN.TO,ARTIS REAL ESTATE INVESTMENT TR,Artis Real Estate Investment Trust,1190035800,America/Toronto,EDT,-14400000,7.17,9.5,7.25,8.15,8.0,2.8,hold,5,34999000,0.321,67119000,1886498944,0.064,0.292,234064000,94.299,2.037,0.0091699995,-0.14522,254266000,514646112,101509000,0.042,0.30903998,0.28675,0.28151,CAD,
