,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Mr. Hartwig  Loger', 'age': 57, 'title': 'Chairman of the Managing Board, CEO & GM', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1391859, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
1,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Magistrate Liane  Hirner', 'age': 54, 'title': 'Member of the Managing Board, Chief Fin. & Risk Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1317428, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
2,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Mr. Peter Franz Hofinger', 'age': 51, 'title': 'Deputy GM & Deputy Chairman of the Managing Board', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1317428, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
3,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Mr. Gabor  Lehel', 'age': 45, 'title': 'Member of the Managing Board & CIO', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1254694, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
4,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Magistrate Gerhard  Lahner M.Sc.', 'age': 45, 'title': 'Member of the Managing Board & COO', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1254694, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
5,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Mr. Harald  Riener', 'age': 53, 'title': 'Member of the Managing Board', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1254694, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
6,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Ms. Nina  Higatzberger-Schwarz', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
7,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Mr. Stephan  Klinger', 'title': 'Head of Legal Department', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
8,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Ms. Natalia  Cadek', 'title': 'Group Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
9,Schottenring 30,Vienna,1010,Austria,43 50 390 22000,43 50 390 99 22000,https://www.vig.com,Insurance—Diversified,Financial Services,"Vienna Insurance Group AG, together with its subsidiaries, provides various insurance products and services in life, health, and property and casualty areas in Austria and internationally. The company offers motor own damage, rail vehicle own damage, aircraft own damage, transport, fire and natural hazards, third party liability, carrier, aircraft liability, general liability, credit, guarantee, legal expenses, assistance, marine, aviation, and travel health insurance products, as well as sea, lake, and river shipping own damage and liability insurance products. It also offers reinsurance products and services. The company sells its products through sales employees, banks, brokers, and agents. Vienna Insurance Group AG was founded in 1824 and is headquartered in Vienna, Austria. Vienna Insurance Group AG operates as a subsidiary of Wiener Städtische Wechselseitige Versicherungsverein - Vermögensverwaltung - Vienna Insurance Group.",29000,"{'maxAge': 1, 'name': 'Mr. Wolfgang  Haas', 'title': 'Head of Communication & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,10,5,1693526400,1672444800,86400,2,5.315,5.315,5.315,5.315,5.315,5.315,5.315,5.315,0.28,0.052399997,1685404800,0.19540001,3.7167833,5,5,5,0,0,0.0,0.0,0,0,3523201792,4.27,5.75,0.23365875,5.4028,5.4403,1.3,0.24459077,USD,4535437824,0.043899998,176192000,640000000,0.0,0.0,6.131,0.86690587,1672444800,1703980800,1688083200,2.061,654465984,1.43,0.301,2.896,PNK,EQUITY,VNRFY,VNRFY,VIENNA INSURANCE GROUP AG SPON ,Vienna Insurance Group AG,1299249000,America/New_York,EDT,-14400000,5.315,none,1773993984,2.772,1566008448,2665587968,3.334,5.759,15078407168,44.712,18.7348,0.03898,0.12666,1517624000,-9331264512,405907008,4.443,0.25847,0.10386,0.20073,EUR,
