,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Kyu-Jun  Lim', 'age': 59, 'title': 'CEO, Pres & Representative Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
1,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Hyung-Gun  Kim', 'age': 56, 'title': 'Head of Corp. Fin. Team and Managing Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
2,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Jinsung  Kim', 'title': 'Exec. Director & Chief Information Security Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
3,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Joong Won  Kwon', 'age': 62, 'title': 'Director', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
4,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Sung Kook Myung', 'age': 56, 'title': 'Head of Marketing Team', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
5,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Seung-Hong  Baek', 'age': 59, 'title': 'Head of Corp. Bus. Division, MD & Exec. Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
6,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Young-Min  Kim', 'age': 57, 'title': 'Chief of Management Planning Office', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
7,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Nam-Ik  Kim', 'age': 56, 'title': 'Head of Asset Management Bus. Division & MD', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
8,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Ji-Heon  Song', 'age': 57, 'title': 'Chief of Management Support Office and Managing Director', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
9,68 Saemunan-ro,Jongno-gu,Seoul,03184,South Korea,82 2 6260 7995,https://www.heungkukfire.co.kr,Insurance—Property & Casualty,Financial Services,"Heungkuk Fire&Marine Insurance Co., Ltd. primarily engages in the insurance business. The company offers car, medical, health, illness, injury, child, driver, accident, annuity, savings, fire, property, and travel and leisure insurance products, as well as group insurance and bancassurance products. It also provides general loan products. The company was formerly known as Heungkuk Ssangyong Fire & Marine Insurance Co., Ltd. and changed its name to Heungkuk Fire&Marine Insurance Co., Ltd. in 2009. Heungkuk Fire&Marine Insurance Co., Ltd. was founded in 1948 and is based in Seoul, South Korea.","{'maxAge': 1, 'name': 'Mr. Yong-Woo  Lee', 'age': 58, 'title': 'Chief of Compensation Support & MD', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,5460.0,5460.0,5460.0,5490.0,5460.0,5460.0,5460.0,5490.0,0.701462,1025,1025,2450,788,788,5450.0,5490.0,0,0,273949900800,4500.0,7800.0,0.08981864,5090.2,5869.3,KRW,71395123200,0.029360002,12601195,64242600,1514678400,1546214400,1514678400,5.245,84328480768,0.023,0.26,KSC,EQUITY,000545.KS,000545.KS,HeungkukF&MIns(1P),"Heungkuk Fire&Marine Insurance Co., Ltd.",1127952000,Asia/Seoul,KST,32400000,5490.0,none,491695996928,7653.732,274726993920,205791002624,0.563,1.197,3050033905664,32.7,46915.918,0.015149999,0.15156001,567087000000,686423474176,994583969792,3.632,0.12,0.18593,0.09007,0.08493,KRW,
