,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Clive Graham Vacher', 'title': 'CEO & Exec. Director', 'fiscalYear': 2023, 'totalPay': 676876, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
1,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Ms. Ruth  Euling', 'title': 'Managing Director of Currency & Exec. Director', 'fiscalYear': 2023, 'totalPay': 377152, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
2,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Dean Roderick Moore', 'age': 65, 'title': 'Interim CFO & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
3,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Bryan  Gray', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
4,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Ms. Louise  Rich', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
5,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Jon  Messent LLB', 'age': 58, 'title': 'Gen. Counsel & Company Sec.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
6,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Clare Lloyd Williams', 'title': 'Group Communications Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
7,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Keith  Brown', 'title': 'Managing Director of Currency', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
8,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. Richard  Hird', 'title': 'Chief Commercial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
9,De La Rue House,Jays Close Viables,Basingstoke,RG22 4BS,United Kingdom,44 1256 605 000,44 1256 605 336,https://www.delarue.com,Specialty Business Services,Industrials,"De La Rue plc provides secure digital, physical, surety, and control solutions for government and commercial organization in the United Kingdom, the Middle East, Africa, Asia, the Americas, and internationally. It operates through Currency, Authentication, and Identity Solutions segments. The company offers currency solutions, which includes banknotes, design services, polymer substrate, and security features to central banks and issuing authorities. It also provides high security digital and physical solutions, which includes supply chain traceability, physical authentication tokens, and ID security components, as well as government revenue and brand protection solutions, as well as engages in trading and insurance activities. De La Rue plc was formerly known as New De La Rue plc and changed its name to De La Rue plc in November 1999. The company was founded in 1813 and is headquartered in Basingstoke, the United Kingdom.",1841,"{'maxAge': 1, 'name': 'Mr. David  Sharratt', 'title': 'Managing Director of Authentication', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,8,1,9,1693526400,1703980800,86400,4,2.03,2.03,2.03,2.03,2.03,2.03,2.03,2.03,1562112000,0.0,1.436561,485,485,24,0,0,0.0,0.0,0,0,151667984,1.4,3.595,0.43370885,1.8962,2.222525,0.0,0.0,USD,239545856,-0.15985,50368082,65285700,0.0,0.00059999997,0.294,6.904762,1679702400,1711324800,1679702400,-55900000,-1.07,0.685,5.786,PNK,EQUITY,DLUEY,DLUEY,DE LA RUE UNSP ADR EACH REP 3 O,De La Rue plc,1422455400,America/New_York,EDT,-14400000,2.03,none,40300000,0.619,41400000,131700000,1.002,1.441,349700000,376.286,5.37,0.04796,-0.5813,92100000,34387500,23800000,-0.054,0.26337,0.118389994,0.079780005,GBP,
