,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Mr. Steven B. Tanger', 'age': 73, 'title': 'Exec. Chair of the Board', 'yearBorn': 1949, 'fiscalYear': 2022, 'totalPay': 1812752, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
1,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Mr. Stephen J. Yalof', 'age': 59, 'title': 'Pres, CEO & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 2484227, 'exercisedValue': 0, 'unexercisedValue': 8092500}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
2,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Mr. Michael Jason Bilerman', 'age': 47, 'title': 'Exec. VP, CFO & Chief Investment Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 1053448, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
3,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Ms. Leslie A. Swanson Gallardo', 'age': 51, 'title': 'Exec. VP & COO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 910209, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
4,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Mr. Thomas J. Guerrieri Jr.', 'age': 49, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 471928, 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
5,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Brian A. Auger', 'title': 'Sr. VP of Legal', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
6,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Ms. Virginie Julie Schena', 'title': 'Sr. VP of People & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
7,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Joshua D. Cox', 'title': 'Sr. VP of Tax', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
8,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Craig  Wise', 'title': 'Sr. VP of Digital Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
9,3200 Northline Avenue,Suite 360,Greensboro,NC,27408-7612,United States,336 292 3010,336 852 2096,https://www.tangeroutlets.com,REIT—Retail,Real Estate,"Tanger Factory Outlet Centers, Inc. (NYSE: SKT), a leading operator of upscale open-air outlet centers, fully or partially owns and/or manages a portfolio of 37 centers, including one center under development. Tanger's operating centers, which comprise approximately 14 million square feet, are located in 20 states and in Canada and are leased to over 2,700 stores operated by more than 600 different brand name companies. Tanger has more than 42 years of experience in the outlet industry and has been a publicly traded REIT since 1993. Tanger is furnishing a Form 8-K with the Securities and Exchange Commission (""SEC"") that includes a supplemental information package for the quarter ended June 30, 2023.",341,"{'maxAge': 1, 'name': 'Mr. Steve M. Dworkin', 'title': 'Sr. VP of Real Estate', 'exercisedValue': 0, 'unexercisedValue': 0}",5,4,2,4,3,1693526400,1672444800,86400,2,23.72,23.49,23.3608,23.73,23.72,23.49,23.3608,23.73,0.98,0.0419,1690502400,1.0536,7.87,1.757607,28.035715,28.719511,2024997,2024997,787988,813210,813210,23.57,23.58,800,1100,2476988928,13.26,25.23,5.4440994,23.4852,20.3096,0.93,0.03920742,USD,3757247488,0.19645001,102316217,105180000,8539178,9074379,1689292800,1692057600,0.081199996,0.029240001,0.84060997,11.89,0.123100005,4.62,5.0974026,1672444800,1703980800,1688083200,0.216,88495000,0.84,0.82,3.89,2:1,1295913600,8.258,16.355,NYQ,EQUITY,SKT,SKT,"Tanger Factory Outlet Centers, ","Tanger Factory Outlet Centers, Inc.",738595800,America/New_York,EDT,-14400000,23.55,26.0,17.0,22.67,23.5,3.1,hold,6,223296000,2.123,229727008,1514320000,2.975,3.402,454985984,298.245,4.375,0.03724,0.18369,327119000,182168000,223804000,0.208,0.04,0.73297,0.50491,0.28494,USD,
