,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Mr. Frank  Slootman', 'age': 63, 'title': 'Chairman & CEO', 'yearBorn': 1959, 'fiscalYear': 2023, 'totalPay': 887483, 'exercisedValue': 0, 'unexercisedValue': 1764646272}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
1,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Dr. Benoit  Dageville', 'age': 55, 'title': 'Co-Founder, Pres of Product Division & Director', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 454172, 'exercisedValue': 0, 'unexercisedValue': 253510000}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
2,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Mr. Michael P. Scarpelli', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2023, 'totalPay': 710128, 'exercisedValue': 28340000, 'unexercisedValue': 327479744}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
3,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Mr. Christopher W. Degnan', 'age': 47, 'title': 'Chief Revenue Officer', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 710128, 'exercisedValue': 0, 'unexercisedValue': 73228824}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
4,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Mr. Thierry  Cruanes', 'title': 'Co-Founder & CTO', 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
5,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Mr. Marcin  Zukowski', 'title': 'Co-Founder and VP of Engineering', 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
6,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Mr. Sundeep  Bedi', 'age': 48, 'title': 'Chief Information & Data Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
7,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Mr. Jimmy  Sexton', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
8,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Mr. Derk  Lupinek', 'title': 'Sec. & Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
9,106 East Babcock Street,Suite 3A,Bozeman,MT,59715,United States,844 766 9355,https://www.snowflake.com,Software—Application,Technology,"Snowflake Inc. provides a cloud-based data platform for various organizations in the United States and internationally. Its platform offers Data Cloud, which enables customers to consolidate data into a single source of truth to drive meaningful business insights, build data-driven applications, and share data and data products. The company was formerly known as Snowflake Computing, Inc. and changed its name to Snowflake Inc. in April 2019. Snowflake Inc. was incorporated in 2012 and is based in Bozeman, Montana.",6659,"{'maxAge': 1, 'name': 'Ms. Denise  Axelsson-Persson', 'age': 48, 'title': 'Chief Marketing Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,7,8,1693526400,1703980800,86400,2,162.98,161.64,160.26,163.71,162.98,161.64,160.26,163.71,0.0,0.779733,156.16347,6479107,6479107,5419761,4264000,4264000,160.05,162.0,900,1000,53546577920,119.27,193.94,21.912477,164.1782,155.90974,0.0,0.0,USD,50102583296,-0.35217997,284939928,329700000,11031140,11480408,1690761600,1693440000,0.0335,0.09446,0.67024004,2.0,0.0346,16.076,10.102637,1675123200,1706659200,1690761600,-860598976,-2.65,1.04,3.55,20.503,-54.593,NYQ,EQUITY,SNOW,SNOW,Snowflake Inc.,Snowflake Inc.,1600263000,America/New_York,EDT,-14400000,162.41,600.0,105.0,198.39,197.5,2.2,buy,38,3752133120,11.38,-917745024,296852000,2.187,2.302,2443656960,5.603,7.556,-0.08525,-0.16081,1348119000,897161728,679228032,0.355,0.66272,-0.37556,-0.40673,USD,5.2756
