,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ms. Jennifer  Daly', 'age': 52, 'title': 'CEO & Exec. Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1810687, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
1,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Mr. Christopher  Carney', 'age': 48, 'title': 'Group Fin. Director & Exec. Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1437898, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
2,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Mr. Muhammed Ishaq Kayani', 'title': 'Group Gen. Counsel & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
3,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ms. Trish  Henderson', 'title': 'Sales & Marketing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
4,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ms. Anne  Billson-Ross', 'age': 53, 'title': 'Group HR Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
5,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Mr. Lee  Bishop', 'title': 'Group MD of Strategic Land and Interim Divisional Chair, North West & Yorkshire', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
6,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Mr. Nigel  Holland', 'title': 'Divisional Chair of Central, South West & Spain', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
7,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ms. Ingrid  Osborne', 'title': 'Divisional Chairman of London & South East', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
8,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Ian  Drummond', 'title': 'Divisional Chair of Scotland, North East & North Yorkshire', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
9,Gate House,Turnpike Road,High Wycombe,HP12 3NR,United Kingdom,44 14 9455 8323,https://www.taylorwimpey.co.uk,Residential Construction,Consumer Cyclical,"Taylor Wimpey plc operates a residential developer in the United Kingdom and Spain. It builds and delivers various homes and communities. Taylor Wimpey plc was incorporated in 1935 and is based in High Wycombe, the United Kingdom.",5236,"{'maxAge': 1, 'name': 'Shaun  White', 'title': 'Divisional Chair of Midlands and Wales', 'exercisedValue': 0, 'unexercisedValue': 0}",2,7,1,1,4,1693526400,1672444800,86400,2,14.62,14.7,14.64,14.76,14.62,14.7,14.64,14.76,1.21,0.082600005,1697068800,0.60580003,1.756006,7.4568524,7759,7759,959,1741,1741,5214376960,9.17,16.91,1.3100791,14.36495,14.309824,0.096,0.0065663476,USD,4556707328,0.14034,349248865,353246016,0.0,0.0,12.78,1.1494522,1672444800,1703980800,1688256000,-0.326,558600000,1.97,4:1,1434412800,1.145,6.169,PNK,EQUITY,TWODY,TWODY,TAYLOR WIMPEY ADR EACH REPR 10 ,Taylor Wimpey plc,1364995800,America/New_York,EDT,-14400000,14.69,none,740400000,2.098,738700032,113300000,0.737,5.042,3980199936,2.513,11.28,0.07195,0.12719,1132400000,546974976,318900000,-0.308,-0.212,0.24165002,0.18559,0.18486999,GBP,
