,address1,address2,city,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,trailingEps,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Mr. Mattias  Perjos M.Sc.', 'age': 50, 'title': 'CEO, Pres & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
1,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Mr. Lars  Sandstrom M.Sc.', 'age': 50, 'title': 'Chief Financial Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
2,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Mr. Lars  Mattsson', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
3,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Ms. Anna  Romberg MSc Econ', 'age': 43, 'title': 'Exec. VP of Sustainability, Legal & Compliance', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
4,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Ms. Jeanette Heden Carlsson', 'age': 56, 'title': 'Exec. VP of Communications & Brand Management', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
5,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Mr. Magnus  Lundback Ph.D.', 'age': 53, 'title': 'Exec. VP of HR', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
6,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Mr. Carsten  Blecker', 'age': 56, 'title': 'Chief Commercial Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
7,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Mr. Stephane Le Roy', 'age': 45, 'title': 'Pres of Surgical Workflows', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
8,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Mr. Eric  Honroth', 'age': 51, 'title': 'Pres of Life Science', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
9,Lindholmspiren 7A,P.O. Box 8861,Gothenburg,417 56,Sweden,46 1 03 35 00 00,46 1 03 35 56 40,https://www.getinge.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Getinge AB (publ) provides products and solutions for operating rooms, intensive-care units, and sterilization departments. The company operates through Acute Care Therapies, Life Science, and Surgical Workflows segments. It offers sterile transfer systems, closure processing systems, washers, isolators, sterilizers, bioreactors, bioprocess control systems, bioprocess software, biobundles, bioprocess analytics, and perfusion systems; monitoring systems, anesthesia machines, beating heart stabilizers and positioners, axius blower mister and coronary shunts, proximal seal systems, ceiling supply units, connected devices, cleaning and disinfection products, packaging and sealing solutions, monitors and indicators, and SteriTec products. The company also provides thoracic catheters, dry seal chest drain, mobile dry seal drain, dry and wet suction water seal chest drain, and chest drain valves; transitional accessories; endoscope reprocessing; endoscopic vessel harvesting systems; endovascular products; pressure controlling syringes, vessel harvesting systems, balloon expandable covered stents, tubing sets, hemoconcentrators, and lung machines; and OR integration and management. In addition, it offers extracorporeal life support or extracorporeal membrane oxygenation products; inspection and packing products; mechanical ventilation products; medical furniture; modular room systems; operating lights and tables; patient transport; sterile supply management; sterilization; surgical assist systems; surgical perfusion; transport and storage; trays and baskets; vascular and cardiothoracic surgery solutions; sterilizer loading equipment; and cage handing systems. It offers its products through a network of sales companies, as well as through agents and distributors in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. Getinge AB (publ) was founded in 1904 and is headquartered in Gothenburg, Sweden.",11098,"{'maxAge': 1, 'name': 'Ms. Patricia A. Fitch', 'title': 'Pres of North America Region', 'exercisedValue': 0, 'unexercisedValue': 0}",10,9,2,9,8,1693526400,86400,2,18.23,18.02,17.83,18.02,18.23,18.02,17.83,18.02,0.41,0.0227,1682553600,0.5376,3.56,0.776651,25.112677,13617,13617,32477,32560,32560,0.0,0.0,0,0,4856356864,15.87,26.22,17.6518,21.249676,0.0,0.0,USD,4965297152,0.07239,217293722,272369984,0.0,1.0000001e-05,272369984,7.628,2.337441,1672444800,1703980800,1688083200,-0.645,0.71,0.027073741,0.14113986,0.401,1682553600,PNK,EQUITY,GNGBY,GNGBY,GETINGE AB UNSP ADR EACH REPR 1,Getinge AB (publ),1345210200,America/New_York,EDT,1577894c-e376-389b-93ee-47defc27d607,finmb_134377,-14400000,17.83,none,0.975,1.605,22.02,0.04361,0.07301,-0.645,0.076,0.46460998,0.15321,0.0,SEK,14.8457
