,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Mr. Steven D. Fredrickson', 'age': 62, 'title': 'Co-Founder & Non-Exec. Chairman', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 195000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
1,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Mr. Vikram A. Atal', 'age': 66, 'title': 'Pres, CEO & Director', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 115000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
2,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Mr. Rakesh  Sehgal', 'title': 'Exec. VP, CFO & Head of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
3,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Mr. Owen  James', 'title': 'Exec. VP & Global Investments Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
4,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Ms. Chris  Burroughs', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
5,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Mr. Jan  Husby', 'age': 58, 'title': 'Global Chief Information Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
6,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Lauren  Partin', 'title': 'Sr. VP of Fin. & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
7,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Ms. LaTisha Owens Tarrant', 'age': 49, 'title': 'Exec. VP, Gen. Counsel, Chief HR Officer & Corp. Sec.', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
8,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Ms. Elizabeth  Kersey', 'title': 'Sr. VP of Communications & Public Policy', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
9,120 Corporate Boulevard,Norfolk,VA,23502,United States,888 772 7326,https://www.pragroup.com,Credit Services,Financial Services,"PRA Group, Inc., a financial and business services company, engages in the purchase, collection, and management of portfolios of nonperforming loans in the Americas, Europe, and Australia. It is involved in the purchase of accounts that are primarily the unpaid obligations of individuals owed to credit originators, which include banks and other types of consumer, retail, and auto finance companies. The company also acquires nonperforming loans, including Visa and MasterCard credit cards, private label and other credit cards, installment loans, lines of credit, deficiency balances of various types, legal judgments, and trade payables from banks, credit unions, consumer finance companies, retailers, utilities, automobile finance companies, and other credit originators. In addition, it provides fee-based services on class action claims recoveries and by servicing consumer bankruptcy accounts. The company was formerly known as Portfolio Recovery Associates, Inc. and changed its name to PRA Group, Inc. in October 2014. PRA Group, Inc. was incorporated in 1996 and is headquartered in Norfolk, Virginia.",3145,"{'maxAge': 1, 'name': 'Mr. Neal A. Petrovich', 'age': 60, 'title': 'Sr. VP of Fin.', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,2,3,1693526400,1672444800,86400,2,21.32,21.27,20.935,21.52,21.32,21.27,20.935,21.52,1178496000,0.0,1.258644,47.377777,878568,878568,309153,315210,315210,21.34,21.35,1100,800,836630912,17.74,43.34,1.0051274,21.2496,30.27845,0.0,0.0,USD,3555539968,-0.02612,38156967,39241600,1429123,1428711,1690761600,1693440000,0.0364,0.02444,1.011,4.58,0.052800003,29.701,0.71782094,1672444800,1703980800,1688083200,-21742000,-0.54,0.45,-0.27,3:1,1375401600,4.272,22.692,NMS,EQUITY,PRAA,PRAA,"PRA Group, Inc.","PRA Group, Inc.",1036765800,America/New_York,EDT,-14400000,21.32,42.0,18.0,31.0,33.0,2.2,buy,3,151170000,3.852,156686000,2795930112,13.497,13.565,832363008,225.537,21.313,0.02111,-0.00685,966524000,-187327872,-17483000,-0.19,1.0,0.18823999,0.17062001,USD,
