,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Mr. Robin Antony Vince', 'age': 50, 'title': 'Pres, CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 4497152, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
1,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Mr. Dermot William McDonogh', 'age': 58, 'title': 'Sr. Exec. VP & CFO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2339041, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
2,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Ms. Bridget E. Engle', 'age': 58, 'title': 'Chief Information Officer & Global Head of Engineering', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2833600, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
3,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Mr. Roman  Regelman', 'age': 50, 'title': 'Sr. EVP, Global Head of Securities Services & Digital', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2576200, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
4,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Ms. Emily Hope Portney', 'age': 50, 'title': 'Sr. Exec. VP & Global Head of Asset Servicing', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2576200, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
5,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Ms. Hanneke  Smits', 'age': 56, 'title': 'Sr. EVP & Global Head of Investment Management', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
6,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Mr. Alejandro  Perez', 'title': 'Chief Admin. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
7,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Mr. Marius  Merz', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
8,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Mr. Mark  Musi', 'title': 'Chief Compliance & Ethics Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
9,240 Greenwich Street,New York,NY,10286,United States,212 495 1784,https://www.bnymellon.com,Asset Management,Financial Services,"The Bank of New York Mellon Corporation provides a range of financial products and services in the United States and internationally. The company operates through Securities Services, Market and Wealth Services, Investment and Wealth Management, and other segments. The Securities Services segment offers custody, trust and depositary, accounting, exchange-traded funds, middle-office solutions, transfer agency, services for private equity and real estate funds, foreign exchange, securities lending, liquidity/lending services, and data analytics. This segment also provides trustee, paying agency, fiduciary, escrow and other financial, issuer, and support services for brokers and investors. The Market and Wealth Services segment offers clearing and custody, investment, wealth and retirement solutions, technology and enterprise data management, trading, and prime brokerage services. This segment also provides integrated cash management solutions, including payments, foreign exchange, liquidity management, receivables processing and payables management, and trade finance and processing services. The Investment and Wealth Management segment offers investment management strategies and distribution of investment products, investment management, custody, wealth and estate planning, private banking, investment, and information management services. The Other segment engages in the provision of leasing, corporate treasury, derivative and other trading, corporate and bank-owned life insurance, renewable energy investment, and business exit services. It serves central banks and sovereigns, financial institutions, asset managers, insurance companies, corporations, local authorities and high net-worth individuals, and family offices. The company was founded in 1784 and is headquartered in New York, New York.",53200,"{'maxAge': 1, 'name': 'Mr. Jane Kevin McCarthy', 'age': 57, 'title': 'Gen. Counsel', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,2,1,1693526400,1672444800,86400,2,45.82,45.42,45.0,45.615,45.82,45.42,45.0,45.615,1.68,0.0372,1690416000,0.4302,2.82,1.082295,13.142442,8.830078,15491568,15491568,4528359,6316410,6316410,45.28,45.23,1400,1400,35208732672,36.22,52.26,2.072077,44.8444,45.35915,1.48,0.032300305,USD,-60347244544,0.17502001,777287206,778782016,5494401,5615488,1690761600,1693440000,0.0070999996,0.0013600001,0.86447996,1.63,0.0070999996,46.348,0.9754466,1672444800,1703980800,1688083200,0.228,2764000000,3.44,5.12,1.23,9434:10000,1183334400,-3.552,NYQ,EQUITY,BK,BK,The Bank of New York Mellon Cor,The Bank of New York Mellon Corporation,105283800,America/New_York,EDT,-14400000,45.21,62.0,45.0,53.8,55.0,2.2,buy,15,179699007488,230.744,79135997952,16992000000,21.142,0.00674,0.072340004,16338000000,9589000192,0.262,0.058,0.0,0.0,0.27247998,USD,0.5195
