,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Mr. John T. Thomas', 'age': 56, 'title': 'Pres, CEO & Trustee', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 2782918, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
1,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Mr. Jeffrey Nelson Theiler', 'age': 48, 'title': 'Exec. VP, CFO & Head of Investor Relations', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1386399, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
2,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Mr. Del Mar Deeni Taylor', 'age': 65, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1957, 'fiscalYear': 2022, 'totalPay': 1408759, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
3,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Mr. John W. Lucey', 'age': 60, 'title': 'Chief Accounting & Admin. Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1013479, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
4,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Mr. Mark D. Theine', 'age': 39, 'title': 'Exec. VP of Asset Management', 'yearBorn': 1983, 'fiscalYear': 2022, 'totalPay': 1136618, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
5,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Mr. Bradley D. Page J.D.', 'age': 61, 'title': 'Sr. VP & Gen. Counsel', 'yearBorn': 1961, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
6,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Mr. Daniel M. Klein J.D.', 'age': 57, 'title': 'Sr. VP & Deputy Chief Investment Officer', 'yearBorn': 1965, 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
7,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Mr. W. Mark Dukes C.C.I.M.', 'age': 59, 'title': 'Sr. VP of Asset Management', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
8,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Ms. Amy M. Hall', 'age': 39, 'title': 'Sr. VP of Leasing & Physician Strategy', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
9,"309 N. Water Street, Seventh Floor",Suite 500,Milwaukee,WI,53202-5772,United States,414 367 5600,https://www.docreit.com,REIT—Healthcare Facilities,Real Estate,"Physicians Realty Trust is a self-managed health care real estate company organized to acquire, selectively develop, own, and manage health care properties that are leased to physicians, hospitals, and health care delivery systems. The Company invests in real estate that is integral to providing high quality health care. The Company conducts its business through an UPREIT structure in which its properties are owned by Physicians Realty L.P., a Delaware limited partnership (the operating partnership), directly or through limited partnerships, limited liability companies or other subsidiaries. The Company is the sole general partner of the operating partnership and, as of June 30, 2023, owned approximately 96.0% of OP Units.",101,"{'maxAge': 1, 'name': 'Ms. Laurie P. Becker', 'age': 42, 'title': 'Sr. VP & Controller', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,2,7,3,1693526400,1672444800,86400,2,13.4,13.32,12.94,13.35,13.4,13.32,12.94,13.35,0.92,0.07,1688342400,2.1395,5.42,0.792185,30.55814,54.750004,3418641,3418641,1511195,1775190,1775190,13.0,13.21,1200,1000,3262622464,12.94,16.34,6.1228514,14.1044,14.5166,0.92,0.06865672,USD,5118731264,0.18228,235558000,238454000,10006205,10795380,1690761600,1693440000,0.042,0.011109999,0.98130995,7.59,0.0614,11.994,1.0955478,1672444800,1703980800,1688083200,-0.257,97129000,0.43,0.24,-6.63,9.606,16.107,NYQ,EQUITY,DOC,DOC,Physicians Realty Trust,Physicians Realty Trust,1374240600,America/New_York,EDT,-14400000,13.14,19.0,14.0,15.7,15.0,2.6,hold,15,252408992,1.06,317788992,2112307968,3.07,3.148,532860000,70.741,2.288,0.01492,0.034360003,354745000,305440992,264687008,-0.296,0.024,0.66757005,0.59638,0.23302999,USD,
