,address1,city,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Peter  Hermann', 'age': 49, 'title': 'CEO & Member of Exec. Board', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1739634, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
1,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Lars Kufall Beck', 'age': 48, 'title': 'CFO & Member of Exec. Board', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1012410, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
2,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Rasmus  Ruby-Johansen', 'age': 46, 'title': 'Chief Operating Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
3,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Niels  Olesen', 'title': 'Head of Accounting', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
4,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Robin Hjelgaard Løfgren', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
5,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Hans  Thomassen', 'title': 'Head of Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
6,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Ms. Louise  Hørdum', 'age': 52, 'title': 'CPO', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
7,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Pernille Fogh Christensen', 'title': 'Head of Corp. Social Responsibility', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
8,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Henrik  Orloff', 'age': 59, 'title': 'C.A.O', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
9,Borupvang 4,Ballerup,2750,Denmark,45 44 68 33 11,https://www.topdanmark.com,Insurance—Diversified,Insurance—Diversified,Financial Services,Financial Services,"Topdanmark A/S, together with its subsidiaries, offers life and non-life insurance products and services in Denmark. The company operates through Private and SME segments. It offers illness and accident, health, workers' compensation, motor, fire and property, liability, tourist assistance, and other insurance products, as well as life insurance and pension fund schemes to individual households, agricultural and SME businesses, and private customers under the Topdanmark brands. The company also provides IT, investments, and property services. Topdanmark A/S was founded in 1728 and is headquartered in Ballerup, Denmark.",2100,"{'maxAge': 1, 'name': 'Mr. Jens  Elborg', 'age': 58, 'title': 'Head of Reassurance', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,2,6,3,1693526400,1672444800,86400,4,4.68,4.68,4.68,4.68,4.68,4.68,4.68,4.68,0.16,0.0346,1682553600,0.77489996,6.05,0.153528,23.4,516,516,11,50,50,0.0,0.0,0,0,4237917696,4.39,5.695,0.5039141,4.9398,5.187625,11.0,2.3504274,USD,5048458240,0.25826,445473624,886849984,0.0,0.0,905537984,4.8599,0.9629827,1672444800,1703980800,1688083200,-0.255,1260000000,0.2,0.6,2.83,-0.0390144,0.14113986,0.785,1682553600,PNK,EQUITY,TPDKY,TPDKY,TOPDANMARK A/S USD ADR EACH REP,Topdanmark A/S,1433856600,America/New_York,EDT,a633dbaa-5338-39e9-bb3e-08f751f32bac,finmb_875917,-14400000,4.68,none,354000000,0.399,1784000000,1252000000,0.05,0.139,8409999872,29.049,9.5057,0.01642,0.27738002,1840000000,3742625024,3103000064,-0.256,0.134,0.26931998,0.21213,0.20571,DKK,
