,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Dr. Thomas  Meier Ph.D.', 'age': 60, 'title': 'Founder & Chairman', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 83750, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
1,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Mr. Dario  Eklund', 'age': 54, 'title': 'Chief Exec. Officer', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 814816, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
2,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Mr. Andrew P. Smith CGMA, FCMA', 'age': 59, 'title': 'Chief Financial Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
3,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Mr. Oliver  Strub', 'age': 59, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
4,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Mr. Günther  Metz Ph.D.', 'age': 64, 'title': 'Head of Bus. Devel. & Exec. VP', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
5,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Mr. Shabir  Hasham M.D.', 'title': 'Chief Medical Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
6,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Ms. Stephanie  Brown B.Sc., M.B.A.', 'age': 61, 'title': 'Pres of North America', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
7,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Mr. Marc  Schrader', 'title': 'Head of Technical Devel. & Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
8,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Ms. Eva  Kalias', 'title': 'Head of Investor Relations & Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
9,Hohenrainstrasse 24,Pratteln,4133,Switzerland,41 61 906 89 50,41 61 906 89 51,https://www.santhera.com,Biotechnology,Healthcare,"Santhera Pharmaceuticals Holding AG, a specialty pharmaceutical company, together with its subsidiaries, develops and commercializes medicines for rare neuromuscular and pulmonary diseases with high unmet medical need in the European Union and internationally. The company's lead pipeline candidate includes Vamorolone, which is being developed for the treatments of Duchenne muscular dystrophy (DMD). Its clinical stage pipeline also comprises Lonodelestat to treat cystic fibrosis and other neutrophilic pulmonary diseases, as well as omigapil that treats congenital muscular dystrophies. The company also out-licenses outside North America and France rights to its approved product, Raxone (idebenone), for the treatment of Leber's hereditary optic neuropathy. Santhera Pharmaceuticals Holding AG was founded in 2004 and is headquartered in Pratteln, Switzerland.",45,"{'maxAge': 1, 'name': 'Mr. Neville  Kodkani M.D.', 'title': 'Head of Global Marketing & Partner Management', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,8.61,8.7,8.41,8.7,8.61,8.7,8.41,8.7,0.0,0.579204,-3.2556388,27635,27635,36977,13659,13659,0.0,0.0,0,0,100990320,5.0,20.3,19.564184,8.3072,8.0749,0.0,0.0,CHF,117075024,0.0,5450988,11661700,0.21825,0.02059,-4.65,1672444800,1703980800,1688083200,-64688000,-8.59,-2.66,-0.02,22.68,-2.97,EBS,EQUITY,SANN.SW,SANN.SW,SANTHERA N,Santhera Pharmaceuticals Holding AG,1162540800,Europe/Zurich,CEST,7200000,8.66,24.0,24.0,24.0,24.0,2.0,buy,1,1674000,0.182,-39419000,41507000,0.047,0.139,5162000,0.584,-0.37306,-8969375,-33244000,-0.37,0.29388002,0.0,-8.2594,CHF,
