,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Ida Bagus Ketut Subagia', 'title': 'Pres Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
1,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Ms. Rustarti Suri Pertiwi', 'age': 44, 'title': 'CFO & Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
2,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Mr. Bhimo Wikan Hantoro', 'age': 35, 'title': 'Director of Digital & Operations and Director', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
3,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Mr. Chandra  Qomarandanu', 'title': 'Department Head of Investor Relation & Corp. Communication', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
4,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Danar  Widyantoro', 'age': 47, 'title': 'Director of Enterprise Risk Management, Compliance & Human Resource and Director', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
5,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Aditya  Sjahrandra', 'age': 31, 'title': 'Exec. VP of Sales & Partnership Division', 'yearBorn': 1991, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
6,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Ari Prihadi Atmoesoekarto', 'title': 'Head of SKAI', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
7,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Mr. Indra Subhan Nasution', 'age': 55, 'title': 'Exec. VP of Funds & Services Division', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
8,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': '-  Suhartono', 'title': 'Chief of Jambi Branch', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
9,Menara BRILiaN,"Jl. Gatot Subroto No. 177A Kel No.RT 009/01 Menteng Dalam, Tebet",Jakarta Selatan,12870,Indonesia,62 21 5093 1300,62 21 5093 1494,https://bankraya.co.id,Banks—Regional,Financial Services,"PT Bank Raya Indonesia Tbk engages in the provision of various corporate, retail, micro, and consumer banking products and services in Indonesia. It accepts current accounts, savings account, and time deposits. The company's loan products include investment, working capital, cash collateral, SHT, construction, housing, personal, agro car, retirement, agro griya, and multipurpose loans, as well as KKPE, KPEN RP, and commercial KKPA program loans. It also offers export/import transaction, LLG and RTGS transfer, bank guarantee, credit cards, domestic letter of credit, foreign currency transaction, clearing, and foreign exchange transaction services, as well as save deposit boxes. In addition, the company provides mobile and Internet banking, treasury banking services, virtual accounts, cash management systems, and ATM cards. It operates through branch, sub-branch, community branch, and cash offices. The company was formerly known as PT Bank Rakyat Indonesia Agroniaga Tbk and changed its name to PT Bank Raya Indonesia Tbk in September 2021. PT Bank Raya Indonesia Tbk was founded in 1989 and is headquartered in Jakarta Selatan, Indonesia. PT Bank Raya Indonesia Tbk operates as a subsidiary of PT Bank Rakyat Indonesia (Persero) Tbk.",697,"{'maxAge': 1, 'name': 'Mr. Antonius  Suryanta', 'age': 60, 'title': 'Head of Credit Control Division', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,320.0,322.0,318.0,322.0,320.0,322.0,318.0,322.0,1554768000,0.0,1.8873,1684.2106,50.793648,4935300,4935300,19709516,15138850,15138850,318.0,320.0,0,0,7916959563776,302.0,685.0,10.101434,365.44,397.285,0.0,0.0,IDR,6222779514880,0.0068300003,3187812690,24740499456,0.92387,0.01864,137.979,2.3191934,1672444800,1703980800,1688083200,5356466176,0.19,6.3,7.94,JKT,EQUITY,AGRO.JK,AGRO.JK,Bank Raya Indonesia Tbk.,PT Bank Raya Indonesia Tbk,1087524000,Asia/Jakarta,WIB,25200000,320.0,3.0,hold,1855175524352,74.985,160997113856,783746138112,33.1,0.0004,0.00184,129968000000,1948865527808,1.342,0.0,0.0,0.17040001,IDR,
