,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Mr. Campbell John Hanan', 'title': 'MD, Group CEO & Director', 'fiscalYear': 2023, 'totalPay': 2271688, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
1,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Ms. Courtenay  Smith', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'totalPay': 1598170, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
2,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Mr. Richard  Seddon', 'title': 'Chief Exec. Officer of Investments', 'fiscalYear': 2023, 'totalPay': 1943875, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
3,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Mr. Stuart  Penklis', 'title': 'Chief Exec. Officer of Devel. \x96 Residential, Commercial & Mixed Use', 'fiscalYear': 2023, 'totalPay': 2255103, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
4,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Mr. Scott  Mosely', 'title': 'Chief Exec. Officer of Funds Management', 'fiscalYear': 2023, 'totalPay': 1071254, 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
5,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Gavin  Peacock', 'title': 'Gen. Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
6,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Kate  Lander', 'title': 'Gen. Mang. of Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
7,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Mr. Chris  Akayan', 'title': 'Chief Culture & Capability Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
8,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Mr. William  Payne B.Sc.', 'title': 'Chief Digital Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
9,Level 28,200 George Street,Sydney,NSW,2000,Australia,61 2 9080 8000,61 2 90808111,https://www.mirvac.com,REIT—Diversified,Real Estate,"Founded in 1972, Mirvac is an Australian Securities Exchange (ASX) top 50 company with an integrated asset creation and curation capability. For more than 50 years, we've dedicated ourselves to creating extraordinary urban places and experiences. We have over $35 billion of assets under management, together with a $12 billion commercial and mixed use development pipeline, and a $17 billion residential development pipeline, enabling us to deliver innovative and high-quality property for our customers, while driving long-term value for our securityholders.",1738,"{'maxAge': 1, 'name': 'Ms. Amy  Menere', 'title': 'Chief Stakeholder Relations & Customer Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,6,4,5,5,1693526400,1703980800,86400,4,2.3,2.34,2.27,2.36,2.3,2.34,2.27,2.36,0.1,0.044499997,1687996800,4.15,0.998498,16.214285,30221335,30221335,11597171,10764408,10764408,2.27,2.29,0,0,8957102080,1.865,2.465,4.617063,2.3344,2.26735,0.105,0.045652173,AUD,13847230464,-0.08505,3930787031,3945860096,0.00361,0.64486,2.675,0.8485981,1688083200,1719705600,1688083200,-165000000,-0.04,0.14,16.08,110:100,1244505600,7.138,24.082,ASX,EQUITY,MGR.AX,MGR.AX,MIRVAC GRP STAPLED,Mirvac Group,712800000,Australia/Sydney,AEST,36000000,2.27,2.8,2.12,2.43,2.38,3.2,hold,10,143000000,0.036,575000000,4678000128,0.161,1.747,1940000000,44.312,0.492,0.0194,-0.0152199995,1049000000,-1224375040,-57000000,0.014,0.44845,0.29639,0.27267998,AUD,
