,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Mr. Edward H. Ross', 'age': 56, 'title': 'Chairman, Interested Director & CEO', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
1,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Mr. Thomas C. Lauer', 'age': 54, 'title': 'Pres, MD & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
2,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Ms. Shelby Elizabeth Sherard CPA', 'age': 52, 'title': 'CFO, Chief Compliance Officer & Sec.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
3,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Ms. Amanda  Armstrong', 'title': 'Accounting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
4,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Ms. Jody  Burfening', 'title': 'Investor Relations Contact', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
5,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Mr. William Andrew Worth', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
6,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Mr. Thomas J. Steiglehner', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
7,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Mr. Matthew G. Shehorn', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
8,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Mr. John Joseph Ross II', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
9,1603 Orrington Avenue,Suite 1005,Evanston,IL,60201,United States,847-859-3940,847-859-3953,https://www.fdus.com,Asset Management,Financial Services,"Fidus Investment Corporation is a business development company. It specializing in leveraged buyouts, refinancings, change of ownership transactions, recapitalizations, strategic acquisitions, mezzanine, growth capital, business expansion, lower middle market investments, debt investments, subordinated and second lien loans, senior secured and unitranche debt, preferred equity, warrants, subordinated debt, senior subordinated notes, junior secured loans, and unitranche loans. It does not invest in turnarounds or distressed situations. The fund prefers to invest in aerospace and defense, business services, consumer products and services including retail, food, and beverage, healthcare products and services, industrial products and services, information technology services, niche manufacturing, transportation and logistics, and value-added distribution sectors. It seeks to invest in companies based in United States. The fund typically invests between $5 million and $15 million per transaction in companies with annual revenues between $10 million and $150 million and an annual EBITDA between $3 million and $20 million, but it can occasionally invest in larger or smaller companies. It seeks to acquire minority equity stakes and board observation rights in conjunction with its investments.","{'maxAge': 1, 'name': 'Mr. Craig J. Petrusha', 'title': 'Managing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,19.45,19.54,19.41,19.54,19.45,19.54,19.41,19.54,2.29,0.1177,1695081600,1.1802,9.89,1.53769,11.325581,8.696428,316266,316266,199522,261750,261750,19.48,19.52,3100,800,493157632,16.7,21.26,4.40005,19.827,19.52075,1.54,0.07917737,USD,923535616,0.37967998,25316100,153696,188224,1690761600,1693440000,0.0061000003,0.01393,0.20089,0.47,0.0062,19.131,1.0182426,1672444800,1703980800,1688083200,0.368,42555000,1.72,2.24,2.66,1:1,1378771200,8.24,NMS,EQUITY,FDUS,FDUS,Fidus Investment Corporation,Fidus Investment Corporation,1308663000,America/New_York,EDT,-14400000,19.48,22.0,19.0,20.92,21.0,2.0,buy,6,37977000,1.5,469115008,1.729,1.793,112080000,97.055,4.536,0.05192,0.08799,94137000,40588876,-70476000,0.335,0.445,1.0,0.0,0.70094,USD,
