,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. John Peter Calamos Sr.', 'age': 81, 'title': 'Chairman, Principal Exec. Officer, Pres and Global Co-Chief Investment Officer', 'yearBorn': 1941, 'fiscalYear': 2013, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
1,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Nimish S. Bhatt', 'age': 58, 'title': 'Chief Financial Officer, Sr. VP and Treasurer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
2,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Robert Francis Behan C.F.A., CFA', 'age': 57, 'title': 'Pres and Head of Global Distribution', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
3,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. John  Hillenbrand CPA', 'age': 54, 'title': 'Portfolio Mang.', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
4,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Dennis  Cogan C.F.A., CFA', 'age': 44, 'title': 'Sr. VP and Co-Portfolio Mang.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
5,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Eli  Pars C.F.A., CFA', 'age': 59, 'title': 'Sr. VP and Co-Portfolio Mang.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
6,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Jeremy  Hughes CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
7,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Christopher  Langs', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
8,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Nick  Niziolek C.F.A., CFA', 'age': 42, 'title': 'Co-Chief Investment Officer, Head of International & Global Strategies & Sr. Portfolio Mngr', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
9,2020 Calamos Court,Naperville,IL,60563-2787,United States,630-245-7200,630-245-6835,https://fundinvestor.calamos.com/ClosedEndFunds/CEFund.aspx?name=CHI,Asset Management,Asset Management,Financial Services,Financial Services,"Calamos Convertible Opportunities and Income Fund is a closed ended fixed income mutual fund launched by Calamos Investments LLC. It is managed by Calamos Advisors LLC. The fund invests in the fixed income markets of the United States. It primarily invests in a diversified portfolio of convertible securities and high yield corporate bonds rated Ba or lower by Moody's or BB or lower by Standard & Poor's. The fund employs both fundamental and quantitative analysis with a focus on such factors as financial soundness, ability to make interest and dividend payments, earnings and cash-flow forecast, and quality of management to create its portfolio. Calamos Convertible Opportunities and Income Fund was formed on April 17, 2002 and is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Jon A. Vacko Sr., C.F.A.', 'age': 52, 'title': 'Portfolio Mang.', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1388448000,86400,2,10.87,10.82,10.69,10.95,10.87,10.82,10.69,10.95,1.14,0.1062,1694390400,9.19,1.293222,121080,121080,129017,106850,106850,10.53,10.91,1000,800,798628544,9.61,12.59,30.94369,10.9188,11.01905,1.14,0.1048758,USD,1245323136,-2.78561,74429504,70916,68079,1690761600,1693440000,0.001,0.07276,0.73848,0.61,0.0011999999,74429504,9.942,1.0792596,1667174400,1698710400,1682812800,-71894160,-0.98,48.251,-0.03680432,0.14113986,0.095,1694390400,NGM,EQUITY,CHI,CHI,Calamos Convertible Opportuniti,Calamos Convertible Opportunities and Income Fund,1025184600,America/New_York,EDT,687f0d45-f166-3a6a-86db-bc6ca57f3daf,finmb_3604815,-14400000,10.73,none,446694656,1.1,8.267,25809092,60.364,0.347,0.00713,-0.08916,22788474,47713904,101762504,0.274,1.0,0.0,0.57641,USD,
