,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Ms. Gerry Janelle Frost', 'age': 51, 'title': 'Pres, CEO & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 922944, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
1,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Mr. Anastasios George Omiridis', 'age': 54, 'title': 'Exec. VP & CFO', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 865993, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
2,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Ms. Kathryn Housh Shirley', 'age': 56, 'title': 'Exec. VP, Chief Admin. Officer & Sec.', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 406334, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
3,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Mr. Vincent John Gagliano', 'age': 49, 'title': 'Exec. VP & Chief Risk Officer', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 437603, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
4,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Mr. Andrew Brook McCray', 'age': 60, 'title': 'Exec. VP & Chief Underwriting Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 360978, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
5,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Mr. Raymond Frederick Wise Jr.', 'title': 'Exec. VP & Chief Sales Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
6,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Mr. Henry Oscar Lestage IV', 'age': 61, 'title': 'Sr. VP of Claims Operations', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
7,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Ms. Barbra E. McCrary', 'age': 47, 'title': 'Sr. VP of Policyholder Services', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
8,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Ms. Angela Walker Pearson', 'age': 49, 'title': 'Sr. VP & Controller', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
9,2301 Highway 190 West,Deridder,LA,70634,United States,337 463 9052,https://www.amerisafe.com,Insurance—Specialty,Insurance—Specialty,Financial Services,Financial Services,"AMERISAFE, Inc., an insurance holding company, underwrites workers' compensation insurance in the United States. The company's workers' compensation insurance policies provide benefits to injured employees for temporary or permanent disability, death, and medical and hospital expenses. It serves small to mid-sized employers engaged in hazardous industries, including construction, trucking, logging and lumber, agriculture, manufacturing, telecommunications, and maritime. AMERISAFE, Inc. was incorporated in 1985 and is based in DeRidder, Louisiana.",354,"{'maxAge': 1, 'name': 'Mr. Garrett S. Little', 'age': 51, 'title': 'Sr. VP of Safety Operations', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1,1,1,9,2,1693526400,1672444800,86400,2,51.57,51.65,50.65,51.65,51.57,51.65,50.65,51.65,1.36,0.026700001,1694044800,0.38349998,1.91,0.357538,15.023599,18.52,377062,377062,92370,122680,122680,49.98,54.39,800,800,976837376,44.95,60.49,3.1994934,52.7082,52.75955,1.3,0.025208455,USD,895770688,0.21324,18857794,19180000,168733,204528,1690761600,1693440000,0.0088,0.02299,0.98788,2.29,0.0107,19180000,17.767,2.8665504,1672444800,1703980800,1688083200,1.548,65105000,3.39,2.75,1.71,2.934,10.976,0.060158253,0.14113986,0.34,1694044800,NMS,EQUITY,AMSF,AMSF,"AMERISAFE, Inc.","AMERISAFE, Inc.",1132324200,America/New_York,EDT,b200f294-e7e0-3d89-afef-d005ff7f47bc,finmb_24806,-14400000,50.93,65.0,50.0,56.67,55.0,2.7,hold,3,80462000,4.198,81610000,0,1.325,2.106,305310016,15.943,0.0374,0.17945999,94356000,36131500,23949000,1.546,0.112,0.35029,0.2673,0.2627,USD,
