,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Jean-Guy  Desjardins C.F.A., C.M., CFA, L.SC. COMM.', 'age': 78, 'title': 'Chairman & Global CEO', 'yearBorn': 1944, 'fiscalYear': 2022, 'totalPay': 3565800, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
1,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Lucas Emilio Pontillo', 'title': 'Exec. Director & Global CFO', 'fiscalYear': 2022, 'totalPay': 1111600, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
2,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Michael  Quigley C.A.I.A., C.F.A.', 'title': 'Exec. VP of Financial Intermediaries', 'fiscalYear': 2022, 'totalPay': 1466400, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
3,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Jean  Michel C.F.A.', 'title': 'Exec. Director, Pres & Chief Investment Officer of Fiera Public Markets', 'fiscalYear': 2022, 'totalPay': 1437000, 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
4,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Sebastian  Blandizzi', 'title': 'Global Chief Technology & Operations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
5,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Marie-France  Guay', 'title': 'Sr. VP of Treasury & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
6,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Gabriel  Castiglio Esq.', 'title': 'Exec. Director, Corp. Sec. & Global Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
7,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Jonathan  Moncrieff', 'title': 'Global Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
8,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Donald C. Conner', 'title': 'Sr. VP & Investment Counsellor', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
9,1981 McGill College Avenue,Suite 1500,Montreal,QC,H3A 0H5,Canada,514-954-3300,514-954-9692,https://www.fieracapital.com,Asset Management,Financial Services,"Fiera Capital Corporation is an employee owned investment manager. The firm primarily provides its services to institutional investors, mutual funds, charitable organizations, and private clients. It manages separate client-focused equity, fixed income, and balanced portfolios. The firm also launches and manages equity, fixed income, and balanced mutual funds and income trusts for its clients. It invests in the public equity and fixed income markets across the globe with a focus on Canada. The firm primarily invests in growth and value stocks of small-cap companies. It also invests in G.A.R.P. and value stocks of large-cap companies. The firm also makes investments in income trusts and preferred shares. It also applies exclusions to be fossil fuel free, integrates environmental, social, and governance considerations, and applies an ethical filter while making its investments. The firm employs fundamental and quantitative analysis along with bottom-up stock picking approach to create its equity portfolios. It employs a top-down macro-economic research to make its fixed income investments. The firm also makes alternative investments, including the use of long/short equity strategy. It benchmarks the performance of its portfolio against the S&P/TSX Index, MSCI ACWI Index, S&P/TSX Composite FFF Index, and S&P 500 indices. The firm conducts in-house research to make its investments. It makes investments in social infrastructure with a focus on affordable housing and community health care facilities and also makes investment in solar and wind power generation, transport, and mid-market assets. It typically invests in Canada. It was formerly known as Fiera Sceptre Inc. Fiera Capital Corporation was founded in 2002 and is based in Montréal, Canada with an additional office in Toronto, Canada, Calgary, Canada, and Vancouver, Canada.",821,"{'maxAge': 1, 'name': 'Mr. Louis  Bourassa', 'title': 'Sr. VP & Sr. Investment Counsellor', 'exercisedValue': 0, 'unexercisedValue': 0}",3,8,3,10,6,1693526400,1672444800,86400,2,5.69,5.7,5.65,5.8,5.69,5.7,5.65,5.8,0.86,0.1503,1692576000,4.7778,8.6,1.430138,31.777775,5.2,228660,228660,207727,205520,205520,5.71,5.72,0,0,601212032,5.58,9.73,0.90997326,6.2914,7.55305,0.86,0.15114236,CAD,1344686080,0.028970001,82598059,85694200,4590160,4450811,1690761600,1693440000,0.0437,0.16076,0.17563999,16.56,3.05,1.8754098,1672444800,1703980800,1688083200,-0.026,19142000,0.18,1.1,3.91,2.035,8.61,TOR,EQUITY,FSZ.TO,FSZ.TO,FIERA CAPITAL CORP,Fiera Capital Corporation,1083936600,America/Toronto,EDT,-14400000,5.72,8.5,7.0,7.59,7.5,2.9,hold,8,149174000,1.419,156182000,889502976,1.041,1.241,660691968,274.79,6.429,0.05351,0.07432,681439000,72767000,93068000,-0.1,-0.034,1.0,0.23639,0.17299,CAD,
