,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Mr. Jürgen Albert Junker', 'age': 53, 'title': 'Chairman of the Management Board & CEO', 'yearBorn': 1969, 'fiscalYear': 2021, 'totalPay': 1584900, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
1,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Mr. Alexander  Mayer', 'age': 47, 'title': 'CFO & Member of Management Board', 'yearBorn': 1975, 'fiscalYear': 2021, 'totalPay': 278400, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
2,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Mr. Jens  Wieland', 'age': 56, 'title': 'Chief Information Officer & Member of Management Board', 'yearBorn': 1966, 'fiscalYear': 2021, 'totalPay': 344700, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
3,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Mr. Jürgen  Steffan', 'age': 61, 'title': 'Chief Risk Officer, Labor Director & Member of Management Board', 'yearBorn': 1961, 'fiscalYear': 2021, 'totalPay': 683900, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
4,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Mr. Bernd  Hertweck', 'age': 55, 'title': 'Member of Management Board & Head of Housing Division', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
5,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Ms. Zeliha  Hanning', 'age': 43, 'title': 'Member of Management Board & Head of Property Insurance Division', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
6,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Mr. Jacques  Wasserfall', 'age': 47, 'title': 'Member of Management Board and Head of Life & Health Insurance Division', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
7,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Mr. Matthias  Schell', 'title': 'Head of Group Accounting', 'fiscalYear': 2016, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
8,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Mr. Michael  Ellwanger', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
9,W&W-Platz 1,Kornwestheim,70806,Germany,49 711 662 0,https://www.ww-ag.com,Insurance—Life,Financial Services,"Wüstenrot & Württembergische AG, together with its subsidiaries, provides insurance products and services in Germany, the Czech Republic, and internationally. It operates through Housing, Life and Health Insurance, Property/Casualty Insurance, and All Other segments. The Housing segment offers home loan savings and banking products primarily for retail customers, such as home loan and savings contracts, advance loans, bridging loans, and mortgage loans. The Life and Health Insurance segment provides life and health insurance products for individuals and groups, including classic and unit-linked life and pension insurance, term insurance, classic and unit-linked Riester and basic pensions, and occupational disability insurance, as well as full and supplementary private health insurance and nursing care insurance. The Property/Casualty Insurance segment offers various insurance products for retail and corporate customers, including general liability, personal accident, motor, household, residential building, legal expenses, transport, and technical insurance. The All Other segment provides asset management and property development services, as well as real estate brokerage services. The company distributes its products and services through partners, brokers, and its mobile sales force, as well as through online sales channels. Wüstenrot & Württembergische AG was founded in 1828 and is headquartered in Stuttgart, Germany.",6353,"{'maxAge': 1, 'name': 'Dr. Margret  Obladen', 'title': 'Head of Group Law', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,15.2,15.26,15.06,15.58,15.2,15.26,15.06,15.58,0.65,0.0428,1684886400,0.233,3.85,0.820195,5.4121866,5.451264,36753,36753,11072,14780,14780,15.22,15.26,32000,9300,1415098112,13.3,17.74,0.26601285,15.4808,16.0954,0.65,0.04276316,EUR,-3669212928,0.04912,20710278,93715104,0.76936996,0.08578,53.672,0.2813385,1672444800,1703980800,1680220800,0.028,261300000,2.79,2.77,0.33,-0.69,-4.95,GER,EQUITY,WUW.DE,WUW.DE,WUESTENROT+WUERTT.AG O.N.,Wüstenrot & Württembergische AG,937206000,Europe/Berlin,CEST,7200000,15.1,25.5,23.0,23.83,23.0,1.0,strong_buy,3,10128462848,108.433,741213504,5012884992,5319661056,99.279,56.804,0.0057,0.0557,0.03,0.148,0.30126,0.13933,0.12052,EUR,
