,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Ms. Robin Ann Stelmach', 'age': 61, 'title': 'Pres and Trustee', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
1,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Frank L. Tarantino', 'age': 78, 'title': 'Independent Chief Compliance Officer', 'yearBorn': 1944, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
2,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Richard S. Weitzel', 'age': 52, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
3,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Kasey L. Philips', 'age': 51, 'title': 'Assistant Treasurer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
4,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Brian E. Langenfeld', 'age': 49, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
5,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Ms. Susan A. Pereira', 'age': 51, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
6,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Ethan D. Corey', 'age': 58, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
7,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Thomas H. Connors', 'age': 62, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
8,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Christopher R. Bohane', 'age': 48, 'title': 'Assistant Sec. and Assistant Clerk', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
9,111 Huntington Avenue,Boston,MA,02199,United States,617 954 5000,https://www.mfs.com/en-us/individual-investor/product-strategies/closed-end-funds/CXE-mfs-high-income-municipal-trust.html#tab-overview,Asset Management,Financial Services,"MFS High Income Municipal Trust is a close ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in the fixed income markets. It primarily invests in municipal bonds and local general obligations of various sectors, such as multifamily, hospitals, care retirement, and investor-owned utilities. The fund benchmarks the performance of its portfolio against Barclays Municipal Bond Index. It was formerly known as Colonial High Income Municipal Trust. MFS High Income Municipal Trust was formed on February 17, 1989 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Gary A. Lasman CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,3.3,3.32,3.29,3.35,3.3,3.32,3.29,3.35,0.16,0.0494,1694476800,5.2,0.56224,101280,101280,80711,89560,89560,3.27,3.39,800,900,105611424,3.14,3.81,10.483013,3.4564,3.5253,0.177,0.053636365,USD,192037104,-0.9082,31525800,16427,9237,1690761600,1693440000,0.0005,0.0,0.31157,0.23,4.065,0.8241082,1669766400,1701302400,1685491200,-9149683,-0.29,19.062,NYQ,EQUITY,CXE,CXE,MFS High Income Municipal Trust,MFS High Income Municipal Trust,603729000,America/New_York,EDT,-14400000,3.35,none,86425776,1.218,1.218,10074529,67.438,0.32,0.02257,-0.06751,9684619,5243158,16592187,0.081,1.0,0.0,0.82913,USD,
