,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Mr. Tsuyoshi  Nagano', 'age': 70, 'title': 'Exec. Chairman', 'yearBorn': 1952, 'fiscalYear': 2023, 'totalPay': 955980, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
1,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Mr. Satoru  Komiya', 'age': 62, 'title': 'Pres, Group CEO, MD, Group Chief Culture Officer & Representative Director', 'yearBorn': 1960, 'fiscalYear': 2023, 'totalPay': 1294980, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
2,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Mr. Kenji  Okada', 'age': 59, 'title': 'Sr. MD, Sr. Managing Exec. Officer, Group CFO & Director', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
3,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Mr. Kiyoshi  Wada', 'age': 56, 'title': 'MD, Group COO, Chief Sustainability Officer,GM of Corp. Planning Dept. & Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
4,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Mr. Donald Alan Sherman', 'age': 71, 'title': 'Exec. VP & Co-Chief Investment Officer', 'yearBorn': 1951, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
5,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Mr. Yoshinari  Endo', 'age': 59, 'title': 'Managing Exec. Officer & Group CIO', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
6,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Yuichi  Takeda', 'title': 'Exec. Officer and Gen. Mang. of Corp. Accounting Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
7,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Narimasa  Tokugawa', 'title': 'Exec. Officer and Gen. Mang. of Corp. Admin. Department', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
8,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Taizou  Ishiguro', 'title': 'Group Leader of Corp. Communications & Investor Relations Group', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
9,Tokiwabashi Tower,2-6-4 Otemachi Chiyoda-ku,Tokyo,100-0004,Japan,81 3 6704 4547,https://www.tokiomarinehd.com,Insurance—Property & Casualty,Financial Services,"Tokio Marine Holdings, Inc. engages in the non-life and life insurance, and financial and general businesses in Japan and internationally. It operates through four segments: Domestic Non-Life Insurance Business, Domestic Life Insurance Business, International Insurance Business, and Financial and Other Businesses. The company provides fire and allied lines, hull and cargo, health, personal accident, automobile, and other insurance products, as well as asset management services. It also offers investment advisory, investment trust, staffing, facility management, and nursing care services. The company was formerly known as Millea Holdings, Inc. and changed its name to Tokio Marine Holdings, Inc. in 2008. The company was incorporated in 2002 and is headquartered in Tokyo, Japan.",43217,"{'maxAge': 1, 'name': 'Mr. Yoshinori  Ishii', 'age': 61, 'title': 'MD, Group Chief Legal & Compliance Officer and Director', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,3,4,1693526400,1703980800,86400,2,24.17,24.55,23.6,24.55,24.17,24.55,23.6,24.55,0.71,0.0295,1680048000,0.5273,4.03,0.353603,18.47797,7.060239,56540,56540,137059,137770,137770,0.0,0.0,0,0,46796742656,6.84,24.55,0.006863885,22.2828,21.3151,100.0,4.1373606,USD,-541270016000,0.055710003,1840826205,1978569984,0.0,0.00133,2005.919,0.011791005,1680220800,1711843200,1688083200,0.027,379842002944,1.28,3.35,5:2,1160697600,-0.079,-0.537,PNK,EQUITY,TKOMY,TKOMY,TOKIO MARINE HOLDINGS INC ADR E,"Tokio Marine Holdings, Inc.",322151400,America/New_York,EDT,-14400000,23.6518,4.0,underperform,830957027328,418.091,1008033529856,223707004928,0.655,0.655,6817821229056,5.598,3408.724,0.018,0.09014,0.046,0.126,0.29296,0.14784999,0.118319996,JPY,0.8942
