,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Mr. Jack  Phillips', 'age': 56, 'title': 'CEO, Pres & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 595000, 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
1,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Mr. Lawrence Michael Mertz', 'age': 60, 'title': 'Chief Technology Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 329231, 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
2,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Mr. Steve  Reichling', 'age': 44, 'title': 'Consultant', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 349808, 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
3,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Mr. David  Patience', 'age': 36, 'title': 'CFO, Principal Financial Officer & Principal Accounting Officer', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
4,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Ms. Maya  Gowri', 'title': 'Sr. VP & Head of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
5,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Laura  Pierson', 'title': 'Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
6,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Ms. Gretchen  Strohminger', 'title': 'Sr. VP and Head of HR & Culture', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
7,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Ms. Laura  Costa', 'title': 'Sr. VP & Head of Global Customer Support', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
8,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Mr. John  Meduri', 'title': 'Chief Strategy Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
9,3950 South Country Club Road,Suite 470 4th Floor,Tucson,AZ,85714,United States,520 365 3100,https://acceleratediagnostics.com,Medical Devices,Medical Devices,Healthcare,Healthcare,"Accelerate Diagnostics, Inc., an in vitro diagnostics company, provides solutions for the diagnosis of serious infections in the United States, Europe, and the Middle East. The company offers Accelerate Pheno system, an in vitro diagnostic platform for the identification and antibiotic susceptibility testing of pathogens associated with serious or health care-associated infections, including gram-positive and gram-negative organisms. It also provides the Accelerate PhenoTest, a test kit for the system, which provides identify and antibiotic susceptibility testing results for patients suspected of bacteremia or fungemia, both life-threatening conditions with high morbidity and mortality risk. The company was formerly known as Accelr8 Technology Corporation and changed its name to Accelerate Diagnostics, Inc. in December 2012. The company was incorporated in 1982 and is headquartered in Tucson, Arizona.",179,"{'maxAge': 1, 'name': 'Mr. Kurtis  Montegna', 'title': 'Sr. VP of Regulatory Affairs & Quality Assurance', 'exercisedValue': 0, 'unexercisedValue': 0}",10,3,8,3,6,1693526400,1672444800,86400,2,6.53,6.57,6.14,6.57,6.53,6.57,6.14,6.57,0.0,1.181535,-2.316981,18232,18232,22891,11350,11350,6.33,6.2,1000,1000,88219520,4.5,18.8,7.5627537,6.884,6.8325,0.0,0.0,USD,99687848,0.0,7527811,14368000,415832,437428,1690761600,1693440000,0.028900001,0.66643995,0.27312002,21.3,0.0361,14368000,-2.693,1672444800,1703980800,1688083200,-80035000,-8.13,-2.65,-0.03,1:10,1689120000,8.546,-1.833,-0.66630435,0.14113986,NCM,EQUITY,AXDX,AXDX,"Accelerate Diagnostics, Inc.","Accelerate Diagnostics, Inc.",765725400,America/New_York,EDT,a602e4de-ddad-3ecf-864d-d40f7da91eac,finmb_363801,-14400000,6.14,9.0,9.0,9.0,9.0,2.0,buy,1,30705000,2.137,-54386000,36570000,0.615,0.786,11665000,1.187,-0.66259,3303000,13761625,-47311000,-0.243,0.2769,0.0,-4.93511,USD,
