,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. Arthur Howard Penn', 'age': 59, 'title': 'Founder, Chairman & CEO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
1,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. Richard Thomas Allorto Jr., CPA, CPA', 'age': 50, 'title': 'CFO & Treasurer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
2,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. Jose A. Briones Jr.', 'age': 51, 'title': 'Partner & Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
3,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. Matthew  Visgilio', 'title': 'Mang. of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
4,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Frank  Galea', 'title': 'Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
5,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. P. Whitridge Williams Jr., J.D.', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
6,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. Brian  Kendall', 'title': 'Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
7,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. Boaz  Magid', 'age': 44, 'title': 'MD, Head of Europe & CEO of PennantPark Europe, B.V.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
8,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. Thomas J. Friedmann Esq.', 'title': 'Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
9,1691 Michigan Avenue,Miami Beach,FL,33139,United States,212-905-1000,212-905-1075,https://pflt.pennantpark.com,Asset Management,Financial Services,"PennantPark Floating Rate Capital Ltd. is a business development company. It seeks to make secondary direct, debt, equity, and loan investments. The fund seeks to invest through floating rate loans in private or thinly traded or small market-cap, public middle market companies. It primarily invests in the United States and to a limited extent non-U.S. companies. The fund typically invests between $2 million and $20 million. The fund also invests in equity securities, such as preferred stock, common stock, warrants or options received in connection with debt investments or through direct investments. It primarily invests between $10 million and $50 million in investments in senior secured loans and mezzanine debt. It seeks to invest in companies not rated by national rating agencies. The companies if rated would be between BB and CCC under the Standard & Poor's system. The fund invests 30% is invested in non-qualifying assets like investments in public companies whose securities are not thinly traded or do not have a market capitalization of less than $250 million, securities of middle-market companies located outside of the United States, high-yield bonds, distressed debt, private equity, securities of public companies that are not thinly traded, and investment companies as defined in the 1940 Act. Under normal conditions, the fund expects atleast 80 percent of its net assets plus any borrowings for investment purposes to be invested in Floating Rate Loans and investments with similar economic characteristics, including cash equivalents invested in money market funds. It expects to represent 65 percent of its portfolio through senior secured loans. In case of floating rate loans, it holds investments for a period of three to ten years.","{'maxAge': 1, 'name': 'Mr. Salvatore  Giannetti III', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,10.7675,10.75,10.75,10.83,10.7675,10.75,10.75,10.83,1.23,0.11359999,1694736000,9.98,1.634508,8.7338705,374196,374196,671829,362470,362470,10.78,10.83,1200,800,636096768,9.43,12.33,4.804755,10.823,10.86895,1.163,0.10801022,USD,1129642880,-0.014529999,58734700,698756,485279,1690761600,1693440000,0.0119,0.017970001,0.20978001,1.52,0.0121,10.955,0.9885897,1664496000,1696032000,1688083200,-1924000,-0.11,1.24,8.533,NYQ,EQUITY,PFLT,PFLT,PennantPark Floating Rate Capit,PennantPark Floating Rate Capital Ltd.,1302269400,America/New_York,EDT,-14400000,10.83,12.0,11.0,11.5,11.5,2.7,hold,5,59092000,1.006,552638016,3.76,3.799,132389000,90.831,2.801,0.05113,-0.0034599998,105485000,41571376,126979000,0.466,1.0,0.0,0.76444,USD,
