,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Mr. Dino Ennio Robusto', 'age': 64, 'title': 'Chairman & CEO', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 9568397, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
1,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Mr. Scott Robert Lindquist CPA', 'age': 58, 'title': 'Exec. VP & CFO', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 4484922, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
2,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Mr. Daniel Paul Franzetti', 'age': 55, 'title': 'Exec. VP & Chief Admin. Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 2549071, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
3,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Mr. Douglas Merle Worman B.A.', 'age': 54, 'title': 'Exec. VP & Global Head of Underwriting', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 4881808, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
4,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Ms. Amy Caroline Adams B.B.A., CPA, M.B.A.', 'title': 'Sr. VP of Investments & Treasury', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
5,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Ms. Amy Marie Smith', 'age': 43, 'title': 'Chief Accounting Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
6,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Ms. Jane Elizabeth Possell', 'title': 'Exec. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
7,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Ms. Susan Ann Stone', 'age': 60, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
8,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Ms. Sarah  Pang', 'title': 'Sr. VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
9,151 North Franklin Street,Floor 9,Chicago,IL,60606,United States,312-822-5000,https://www.cna.com,Insurance—Property & Casualty,Financial Services,"CNA Financial Corporation provides commercial property and casualty insurance products in the United States and internationally. It operates through Specialty, Commercial, International, Life & Group, and Corporate & Other segments. The company offers professional liability coverages and risk management services to various professional firms, including architects, real estate agents, and accounting and law firms; directors and officers, employment practices, fiduciary, and fidelity and cyber coverages to small and mid-size firms, public and privately held firms, and not-for-profit organizations; professional and general liability, as well as associated casualty coverages for healthcare industry; surety and fidelity bonds; and warranty and alternative risks products. It also provides property insurance products, such as standard and property, marine, boiler, and machinery coverages; casualty insurance products comprising workers' compensation, general and product liability, commercial auto, umbrella, and excess and surplus coverages; specialized loss-sensitive insurance programs and total risk management services; and run-off long term care policies. In addition, the company offers long-tail exposures comprising commercial automobile liability, general and medical professional liability, other professional and management liability, and assumed reinsurance run-off and products liability; and short-tail exposures, such as property, commercial automobile physical damage, marine, surety, and warranty. It markets its products through independent agents, brokers, and general underwriters to small, medium, and large businesses; insurance companies; associations; professionals; and other groups in the marine, oil and gas, construction, manufacturing, life science, property, financial services, healthcare, and technology industries. The company was founded in 1853 and is headquartered in Chicago, Illinois. CNA Financial Corporation operates as a subsidiary of of Loews Corporation.",6100,"{'maxAge': 1, 'name': 'Ms. Emma  Riza', 'title': 'VP of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,10,5,5,6,1693526400,1672444800,86400,2,39.45,39.56,39.09,39.795,39.45,39.56,39.09,39.795,1.68,0.0429,1691712000,0.4518,3.61,0.685684,10.782369,8.00409,368206,368206,233167,163380,163380,39.17,39.28,1000,1400,10601539584,35.9,45.42,0.8464979,39.4574,40.29685,1.64,0.04157161,USD,11495528448,0.07897,20842811,270862016,228567,347716,1690761600,1693440000,0.0008,0.00311,0.99053,0.68,0.0087,32.216,1.2149242,1672444800,1703980800,1688083200,0.489,989000000,3.63,4.89,1.8,3:1,896745600,0.918,8.211,NYQ,EQUITY,CNA,CNA,CNA Financial Corporation,CNA Financial Corporation,99153000,America/New_York,EDT,-14400000,39.14,46.0,39.0,42.5,42.5,3.0,hold,2,2281999872,8.425,1400000000,3176000000,0.184,0.375,12524000256,36.397,46.163,0.01343,0.10845,4003000000,-1029625024,2185999872,0.507,0.129,0.33783,0.11178,0.10747,USD,
