,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Mr. Darryl Graham Andrew Rawlings', 'age': 53, 'title': 'Founder, CEO & Chair of the Board', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 300000, 'exercisedValue': 3105640, 'unexercisedValue': 758283}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
1,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Ms. Margaret Rosemary Maria Tooth', 'age': 43, 'title': 'Pres', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 300000, 'exercisedValue': 0, 'unexercisedValue': 2552498}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
2,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Ms. Emily  Dreyer', 'age': 34, 'title': 'Sr. VP of Channel Growth', 'yearBorn': 1988, 'fiscalYear': 2022, 'totalPay': 261868, 'exercisedValue': 0, 'unexercisedValue': 333513}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
3,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Mr. Wei  Li', 'title': 'Exec. VP, Interim CFO & Corp. Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
4,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Ms. Brenna  McGibney', 'age': 53, 'title': 'Chief Admin. Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
5,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Ms. Laura  Bainbridge', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
6,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Dr. Steve  Weinrauch BVMS, MRCVS', 'age': 47, 'title': 'Exec. VP of North America & Veterinary Strategy', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
7,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Ms. Bradley  Lamb', 'title': 'Head of Conversion', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
8,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Mr. John  Gallagher', 'age': 35, 'title': 'Exec. VP of Global Support Services', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
9,6100 4th Avenue South,Suite 200,Seattle,WA,98108,United States,855 727 9079,866 405 4536,https://www.trupanion.com,Insurance—Specialty,Financial Services,"Trupanion, Inc., together with its subsidiaries, provides medical insurance for cats and dogs on a monthly subscription basis in the United States, Canada, Puerto Rico, and Australia. The company operates in two segments, Subscription Business and Other Business. It serves pet owners and veterinarians. The company was formerly known as Vetinsurance International, Inc. changed its name to Trupanion, Inc. in 2013. The company was founded in 2000 and is headquartered in Seattle, Washington.",1187,"{'maxAge': 1, 'name': 'Mr. Shawn  McWashington', 'title': 'Head of Corp. Group Benefits', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,5,7,4,1693526400,1672444800,86400,2,29.73,29.73,28.98,29.9,29.73,29.73,28.98,29.9,0.0,1.703319,-49.766666,659591,659591,1030798,438580,438580,27.08,29.7,900,1100,1235358976,18.45,69.15,1.2271811,28.8682,38.93055,0.0,0.0,USD,1103328384,-0.060289998,35508928,41371700,9996094,10794879,1690761600,1693440000,0.24159999,0.050869998,1.02797,11.87,0.2994,6.963,4.2883816,1672444800,1703980800,1688083200,-60693000,-1.58,-0.6,0.57,1.096,-26.323,NGM,EQUITY,TRUP,TRUP,"Trupanion, Inc.","Trupanion, Inc.",1405690200,America/New_York,EDT,-14400000,29.86,50.0,25.0,37.0,35.0,2.5,buy,7,236064992,5.706,-41915000,104034000,1.517,1.574,1006664000,36.028,24.518,-0.049310002,-0.20113,32685000,18449876,-11547000,0.233,0.03778,-0.04164,-0.05351,USD,
