,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Mr. Adam  Bird CBE', 'age': 58, 'title': 'CEO & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 8482000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
1,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Ms. Sally Kate Miranda Johnson', 'age': 48, 'title': 'CFO & Exec. Director', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1305000, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
2,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Ms. Marykay  Wells', 'age': 59, 'title': 'Chief Information Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
3,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Ms. Joanne  Russell', 'title': 'Sr. VP of Investor Relations, Financial Communications & ESG', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
4,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Ms. Cinthia  Nespoli', 'age': 41, 'title': 'Chief Legal Officer', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
5,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Ms. Lynne  Frank', 'age': 55, 'title': 'Chief Marketing Officer & Co-Pres of Direct-to-Consumer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
6,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Ms. Allison P. Bebo', 'age': 53, 'title': 'Chief HR Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
7,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Mr. Tim  Bozik', 'age': 60, 'title': 'Pres of Higher Education, Interim Chief Product Officer & Co-Pres of Direct to Consumer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
8,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Mr. Deepak  Mehrotra', 'age': 58, 'title': 'Managing Director of India Bus.', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
9,80 Strand,London,WC2R 0RL,United Kingdom,44 20 7010 2000,https://www.pearsonplc.com,Publishing,Communication Services,"Pearson plc offers educational courseware, assessments, and services in the United Kingdom, the United States, Canada, the Asia Pacific, other European countries, and internationally. The company operates through five segments: Assessment & Qualifications, Virtual Learning, English Language Learning, Higher Education, and Workforce Skills. The Assessment & Qualifications segment offers Pearson VUE, US student assessment, clinical assessment, UK GCSE, and A levels and international academic qualifications and associated courseware. The Virtual Learning segment provides virtual schools and online program management services. The English Language Learning segment offers Pearson test of English, institutional courseware, and English online solutions. The Higher Education segment engages in the US, Canadian, and international higher education courseware businesses. The Workforce Skills offers BTEC, GED, TalentLens, Faethm, Credly, Pearson college, and apprenticeships. The company was founded in 1844 and is headquartered in London, the United Kingdom.",20169,"{'maxAge': 1, 'name': 'Mr. Albert Roger Hitchcock', 'age': 57, 'title': 'Head of Telecom & Technology Partnerships', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,7,1,1,1693526400,1672444800,86400,2,891.4,896.6,891.2,900.0,891.4,896.6,891.2,900.0,0.22,0.024600001,1691625600,0.53220004,2.7,0.314189,2235.5,14.095208,2829712,2829712,1533005,1522922,1522922,766.4,905.0,0,0,6412040192,749.4,1006.291,1.6307325,848.344,863.462,0.219,0.00024568095,GBp,7453596160,0.074260004,619437840,717070016,0.0067000003,0.86754,5.847,152.93312,1672444800,1703980800,1688083200,0.368,292000000,0.4,63.44,1.49,2:1,708566400,1.896,13.358,LSE,EQUITY,PSON.L,PSON.L,PEARSON PLC ORD 25P,Pearson plc,583743600,Europe/London,BST,3600000,894.2,1176.0,810.0,1020.0,1030.0,2.3,buy,13,355000000,0.497,558000000,1431000064,1.224,2.16,3932000000,34.169,5.461,0.041020002,0.06797,1795000000,743249984,407000000,0.431,0.051,0.48042,0.14191,0.11979,GBP,
