,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Mr. Carlos A. Rodriguez', 'age': 58, 'title': 'Exec. Chair', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 5213616, 'exercisedValue': 11186263, 'unexercisedValue': 8689300}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
1,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Ms. Maria  Black', 'age': 48, 'title': 'Pres, CEO & DIrector', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 2587185, 'exercisedValue': 4286345, 'unexercisedValue': 0}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
2,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Mr. Don Edward McGuire', 'age': 62, 'title': 'Chief Financial Officer', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 3618703, 'exercisedValue': 2453348, 'unexercisedValue': 0}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
3,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Mr. John C. Ayala', 'age': 55, 'title': 'Chief Operating Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 2206842, 'exercisedValue': 1595689, 'unexercisedValue': 817073}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
4,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Mr. Brock  Albinson', 'age': 47, 'title': 'Corp. Controller & Principal Accounting Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
5,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Mr. Max  Li', 'title': 'Global Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
6,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Mr. Michael Anthony Bonarti', 'age': 57, 'title': 'Chief Admin. Officer', 'yearBorn': 1965, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
7,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Mr. David  Kwon', 'age': 52, 'title': 'Corp. VP, Chief Legal Officer & Gen. Counsel', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
8,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Ms. Allyce  Hackmann', 'title': 'VP of External Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
9,One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,Industrials,"Automatic Data Processing, Inc. provides cloud-based human capital management solutions worldwide. It operates in two segments, Employer Services and Professional Employer Organization (PEO). The Employer Services segment offers strategic, cloud-based platforms, and human resources (HR) outsourcing solutions. Its offerings include payroll, benefits administration, talent management, HR management, workforce management, insurance, retirement, and compliance services, as well as integrated HCM solutions. The PEO Services segment provides HR outsourcing solutions to small and mid-sized businesses through a co-employment model. This segment offers benefits package, protection and compliance, talent engagement, expertise, comprehensive outsourcing, and recruitment process outsourcing services. The company was founded in 1949 and is headquartered in Roseland, New Jersey.",63000,"{'maxAge': 1, 'name': 'Mr. Gus  Blanchard', 'age': 59, 'title': 'Chief Marketing Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",4,4,4,3,2,1693526400,1672444800,86400,2,248.29,248.43,244.8,248.91,248.29,248.43,244.8,248.91,5.0,0.020399999,1694044800,0.5834,1.96,0.814315,29.843065,24.433268,2572788,2572788,1541490,1484530,1484530,244.55,246.54,800,1000,101064531968,201.46,274.92,5.610893,245.6362,230.5596,4.79,0.019291958,USD,102507298816,0.18943001,411270013,411987008,3994866,4505496,1690761600,1693440000,0.0097,0.0011,0.83041,3.06,0.0097,411987008,8.515,28.809158,1688083200,1719705600,1688083200,0.242,3412000000,8.22,10.04,2.01,1139:1000,1412121600,5.691,20.065,0.040683866,0.14113986,1.25,1694044800,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,245.31,285.0,225.0,259.94,261.5,3.0,hold,18,2098200064,5.093,5108700160,3540999936,0.119,0.986,18012200960,100.909,43.539,0.04998,1.0133001,8510000000,4785312256,4207600128,0.262,0.085,0.47245997,0.28362,0.25313,USD,2.7828
