,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalDebt,quickRatio,currentRatio,returnOnEquity,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Mr. Dino J. Bianco', 'age': 60, 'title': 'Chief Exec. Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 737676, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
1,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Mr. Mark  Holbrook', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 402927, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
2,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Mr. Michel  Manseau', 'title': 'Sr. VP & GM of Consumer Bus. Canada - Kruger Products LP', 'fiscalYear': 2022, 'totalPay': 479284, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
3,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Mr. Gordon  Goss', 'title': 'Sr. VP and GM of Consumer Bus. USA & Mexico - Kruger Products LP', 'fiscalYear': 2022, 'totalPay': 562784, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
4,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Mr. Marc James Fitzgerald', 'title': 'Corp. VP of Technology & Product Devel. - Kruger Products LP', 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
5,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Mike  Baldesarra CPA, CA', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
6,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Mr. François  Paroyan', 'title': 'SVP of Gen. Counsel & Corp. Affairs and Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
7,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Mr. Rob  Latter', 'title': 'Sr. VP & GM of Away from Home Bus. - Kruger Products LP', 'fiscalYear': 2014, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
8,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Ms. Nancy  Marcus', 'title': 'Chief Marketing Officer of Kruger Products LP', 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
9,2 Prologis Boulevard,Suite 500,Mississauga,ON,L5W 0G8,Canada,905-812-6936,905-812-6909,https://www.kptissueinc.com,Household & Personal Products,Consumer Defensive,"KP Tissue Inc., through its interest in Kruger Products L.P., produces, distributes, markets, and sells a range of disposable tissue products in Canada and the United States. The company operates through two segments, Consumer and Away-From-Home. It offers bathroom and facial tissues, paper towels, and napkins. The company markets its products under the Cashmere, SpongeTowels, Scotties, Purex, Bonterra, Purex, Metro, White Swan, Embassy, and Chalet brand names, as well as under private labels. KP Tissue Inc. was incorporated in 2012 and is headquartered in Mississauga, Canada.","{'maxAge': 1, 'name': 'Ms. Susan  Irving', 'title': 'Chief Marketing Officer of KPLP', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",9,7,6,5,7,1693526400,1672444800,86400,2,10.15,10.12,10.12,10.2,10.15,10.12,10.12,10.2,0.72,0.0709,1695945600,7.22,0.560324,15.843751,22084,22084,10004,9550,9550,10.17,10.19,100930112,9.88,11.2,10.2884,10.2498,0.72,0.070935965,CAD,101081032,0.0,9922472,9953660,234504,235513,1690761600,1693440000,0.023599999,0.0014,0.20345,16.49,6.952,1.4585731,1672444800,1703980800,1688083200,-15944000,-1.61,0.64,-7.1,TOR,EQUITY,KPT.TO,KPT.TO,KP TISSUE INC,KP Tissue Inc.,1355409000,America/Toronto,EDT,-14400000,10.14,12.0,10.5,11.2,11.0,2.8,hold,5,0,1.209,1.209,-0.20047002,0,0.0,0.0,0.0,CAD,
