,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Mr. Anthony Peter Lombardo', 'age': 47, 'title': 'Global CEO, MD & Exec. Director', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 1811166, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
1,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Mr. Simon Collier  Dixon', 'age': 49, 'title': 'Group Chief Financial Officer', 'yearBorn': 1973, 'fiscalYear': 2023, 'totalPay': 1007847, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
2,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Mr. Frank R. Krile', 'title': 'Group Chief Risk Officer', 'fiscalYear': 2023, 'totalPay': 957036, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
3,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Mr. Justin Marco  Gabbani', 'age': 40, 'title': 'CEO of Asia & Chairman of Lendlease Global Commercial Trust Management', 'yearBorn': 1982, 'fiscalYear': 2023, 'totalPay': 990481, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
4,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Mr. Dale  Connor', 'title': 'CEO of Australia & Acting MD of Investments - Australia', 'fiscalYear': 2023, 'totalPay': 1267688, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
5,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Ms. Claire  Johnston', 'title': 'Chief Exec. Officer of Americas', 'fiscalYear': 2023, 'totalPay': 1168318, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
6,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Ms. Penny  Ransom', 'title': 'Group Head of Investments & MD of Investments for Europe', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
7,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Michael  Vercoe', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
8,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Ms. Karen  Pedersen', 'title': 'Group Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
9,Tower Three,"International Towers Sydney Level 14,Exchange Place 300 Barangaroo Avenue",Barangaroo,NSW,2000,Australia,61 2 9236 6111,61 2 9252 2192,https://www.lendlease.com,Real Estate—Diversified,Real Estate,"Lendlease Group operates as an integrated real estate and investment company in Australia, Asia, Europe, and the Americas. It operates through Development, Construction, and Investments segments. The Development segment develops inner-city mixed-use developments, apartments, communities, retirement, retail, commercial assets, and social and economic infrastructure. The Construction segment provides project management, design, and construction services primarily in the commercial, residential, mixed use, defense, and social infrastructure sectors. The Investments segment owns and/or manages investments, including property and infrastructure co-investments, retirement livings, and the U.S. military housings. The company was founded in 1958 and is headquartered in Barangaroo, Australia.","{'maxAge': 1, 'name': 'Ola  Fadahunsi', 'title': 'Director of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,8,7,5,1693526400,1703980800,86400,4,4.874,4.874,4.874,4.874,4.874,4.874,4.874,4.874,0.1,0.021300001,1692316800,0.823948,1,1,629,590,590,0.0,0.0,0,0,3361266432,4.68,6.71,0.32403994,4.7446,5.0933,0.16,0.032827247,USD,6123511808,-0.02236,676058351,689632000,0.0072600003,0.47342998,9.682,0.5034084,1688083200,1719705600,1688083200,-232000000,-0.22,0.59,44.373,PNK,EQUITY,LLESF,LLESF,LENDLEASE CORPORATION LIMITED,Lendlease Group,1287149400,America/New_York,EDT,-14400000,4.874,none,900000000,1.317,138000000,3664999936,0.589,0.893,10373000192,55.163,15.187,0.0016300001,-0.03408,1849600000,-298375008,-486000000,0.098,0.07047,0.013300001,0.0044299997,AUD,
