,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Mr. Douglas S. Ingram Esq.', 'age': 59, 'title': 'Pres, CEO & Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1623876, 'exercisedValue': 0, 'unexercisedValue': 156634496}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
1,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Mr. Ian Michael Estepan', 'age': 46, 'title': 'Exec. VP & CFO', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 917530, 'exercisedValue': 0, 'unexercisedValue': 6152940}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
2,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Dr. Louise R. Rodino-Klapac Ph.D.', 'age': 44, 'title': 'Exec. VP, Chief Scientific Officer and Head of R&D', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 1035318, 'exercisedValue': 0, 'unexercisedValue': 3321063}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
3,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Mr. Ryan E. Brown J.D.', 'age': 44, 'title': 'Exec. VP, Gen. Counsel & Corp. Sec.', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 823360, 'exercisedValue': 0, 'unexercisedValue': 2750296}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
4,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Mr. Bilal  Arif', 'age': 50, 'title': 'Exec. VP & Chief Technical Operations Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
5,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Mary  Jenkins', 'title': 'Sr. Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
6,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Ms. Alison  Nasisi', 'title': 'Exec. VP & Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
7,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Dr. Diane L. Berry Ph.D.', 'title': 'Exec. VP and Chief of Global Policy & Advocacy Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
8,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Mr. Dallan  Murray', 'title': 'Exec. VP & Chief Customer Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
9,215 First Street,Suite 415,Cambridge,MA,02142,United States,617 274 4000,https://www.sarepta.com,Biotechnology,Healthcare,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, gene therapies, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 injection to treat duchenne muscular dystrophy (duchenne) in patients with confirmed mutation of the dystrophin gene that is amenable to exon 51 skipping; VYONDYS 53 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene that is amenable to exon 53 skipping; and AMONDYS 45 for the treatment of duchenne in patients with confirmed mutation of the dystrophin gene. The company is also developing SRP-5051, a peptide conjugated PMO that binds exon 51 of dystrophin pre-mRNA; SRP-9001, a DMD micro-dystrophin gene therapy program that is under Phase 1/2a clinical trial; and SRP-9003, a limb-girdle muscular dystrophies gene therapy program. It has collaboration and license agreements with F. Hoffman-La Roche Ltd; Nationwide Children's Hospital; Genevant Sciences; University of Florida; Dyno Therapeutics; Selecta Biosciences; Hansa Biopharma; Lysogene; Duke University; Genethon; and StrideBio. The company was incorporated in 1980 and is headquartered in Cambridge, Massachusetts.",1162,"{'maxAge': 1, 'name': 'Mr. Will  Tilton', 'title': 'Sr. VP, Head of Strategy & Chief of Staff', 'exercisedValue': 0, 'unexercisedValue': 0}",7,3,10,3,6,1693526400,1672444800,86400,2,119.72,119.4,117.4,120.05,119.72,119.4,117.4,120.05,0.0,0.939488,28.190477,996762,996762,1071370,764190,764190,117.65,123.64,900,1000,11044220928,100.15,159.89,11.006425,111.765,124.07305,0.0,0.0,USD,10565185536,-0.90457,89165302,93278896,4607634,4449967,1690761600,1693440000,0.0494,0.042529996,0.88092005,4.79,0.051599998,7.949,14.894956,1672444800,1703980800,1688083200,-907676992,-10.18,4.2,-0.15,1:6,1342051200,10.529,-22.943,NMS,EQUITY,SRPT,SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc.",865431000,America/New_York,EDT,-14400000,118.4,223.0,139.0,178.74,180.0,1.9,buy,19,1860715008,19.948,-460492000,1381678976,4.267,4.959,1003433984,186.358,11.39,-0.10285,-1.23673,-78066000,-162265744,-488985984,0.119,-0.04837,-0.45891997,-0.50207,USD,
