,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Ms. Denise A. Paulonis', 'age': 50, 'title': 'Pres, CEO & Director', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 2005755, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
1,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Ms. Marlo M. Cormier', 'age': 51, 'title': 'Sr. VP & CFO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 690999, 'exercisedValue': 0, 'unexercisedValue': 39507}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
2,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Ms. Mary Beth Edwards', 'age': 59, 'title': 'Sr. VP, Chief Information Officer & Chief Transformation Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 526275, 'exercisedValue': 0, 'unexercisedValue': 31571}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
3,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Mr. Mark Gregory Spinks', 'age': 61, 'title': 'Pres of Beauty Systems Group LLC', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 557749, 'exercisedValue': 0, 'unexercisedValue': 62225}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
4,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Mr. John Howard Goss Jr.', 'age': 55, 'title': 'Pres of Sally Beauty Supply', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 594923, 'exercisedValue': 100369, 'unexercisedValue': 0}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
5,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Ms. Kim  McIntosh', 'age': 45, 'title': 'Group VP, Controller & Chief Accounting Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
6,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Jeff  Harkins', 'title': 'VP of Investor Relations & Strategic Planning', 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
7,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Mr. John M. Henrich', 'age': 48, 'title': 'Sr. VP, Gen. Counsel & Sec.', 'yearBorn': 1974, 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
8,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Mr. Scott C Sherman', 'age': 44, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1978, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
9,3001 Colorado Boulevard,Denton,TX,76210,United States,940 898 7500,https://www.sallybeautyholdings.com,Specialty Retail,Consumer Cyclical,"Sally Beauty Holdings, Inc. operates as a specialty retailer and distributor of professional beauty supplies. The company operates through two segments, Sally Beauty Supply and Beauty Systems Group. The Sally Beauty Supply segment offers beauty products, including hair color and care products, skin and nail care products, styling tools, and other beauty products for retail customers, salons, and salon professionals. This segment also provides products under third-party brands, such as Wella, Clairol, OPI, Conair, and L'Oreal, as well as exclusive-label brand merchandise. The Beauty Systems Group segment offers professional beauty products, such as hair color and care products, skin and nail care products, styling tools, and other beauty items directly to salons and salon professionals through its professional-only stores, e-commerce platforms, and sales force, as well as through franchised stores under the Armstrong McCall store name. This segment also sells products under third-party brands, such as Paul Mitchell, Wella, Matrix, Schwarzkopf, Kenra, Goldwell, Joico, and Olaplex. It operates stores and franchised units in the United States, Puerto Rico, Canada, Mexico, Chile, Peru, the United Kingdom, Ireland, Belgium, France, the Netherlands, Spain, and Germany. It also distributes its products through full-service/exclusive distributors, open-line distributors, direct sales, and mega-salon stores. Sally Beauty Holdings, Inc. was founded in 1964 and is headquartered in Denton, Texas.",13000,"{'maxAge': 1, 'name': 'Mr. Olivier  Badezet', 'age': 52, 'title': 'Sr. VP & MD of Europe', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",4,1,1,2,1,1693526400,1672444800,86400,2,9.5,9.38,9.14,9.455,9.5,9.38,9.14,9.455,0.0,1.344052,6.3472223,4.373206,3511807,3511807,1658440,2151370,2151370,8.74,9.34,1100,2900,985017856,9.08,18.42,0.261331,10.9602,13.0455,0.0,0.0,USD,2618408960,0.04334,99935784,107770000,8977248,8016834,1689292800,1692057600,0.0833,0.01235,1.14232,5.42,0.2007,4.534,2.01588,1664496000,1696032000,1688083200,0.091,163358000,1.44,2.09,0.17,0.695,5.892,NYQ,EQUITY,SBH,SBH,"Sally Beauty Holdings, Inc. (Na","Sally Beauty Holdings, Inc.",1163773800,America/New_York,EDT,-14400000,9.14,15.0,10.0,12.6,13.0,3.2,hold,5,74337000,0.69,444396992,1690488960,0.269,2.12,3769234944,346.616,35.137,0.07975,0.41695,1937481000,152256496,240044000,0.07,-0.032,0.50611,0.1179,0.09075,USD,
