,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Mr. David W. Pijor Esq.', 'age': 70, 'title': 'Chairman & CEO', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 1451839, 'exercisedValue': 0, 'unexercisedValue': 3172702}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
1,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Ms. Patricia Ann Ferrick CPA', 'age': 60, 'title': 'Pres, Sec. & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 779122, 'exercisedValue': 0, 'unexercisedValue': 1152707}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
2,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Mr. William G. Byers', 'age': 60, 'title': 'Exec. VP & Chief Lending Officer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 455182, 'exercisedValue': 0, 'unexercisedValue': 745707}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
3,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Ms. Jennifer L. Deacon CPA', 'age': 47, 'title': 'Exec. VP & CFO', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
4,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Mr. B. Todd Dempsey', 'age': 64, 'title': 'Exec. VP & COO', 'yearBorn': 1958, 'fiscalYear': 2018, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
5,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Ms. Lisa M. Craze', 'title': 'Sr. VP of Loan Documentation & Admin.', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
6,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Mr. R. Bruce Gemmill', 'title': 'Sr. VP & Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
7,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Alberta A. Gibson', 'title': 'Sr. VP & Director of HR', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
8,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'Mr. Michael G. Nassy', 'age': 47, 'title': 'Exec. VP & Chief Credit Officer', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
9,11325 Random Hills Road,Suite 240,Fairfax,VA,22030,United States,703 436 3800,https://www.fvcbank.com,Banks—Regional,Financial Services,"FVCBankcorp, Inc. operates as the bank holding company for FVCbank that provides various banking products and services in Virginia. It offers deposit products, including interest and noninterest-bearing transaction accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial real estate loans; commercial construction loans; commercial loans for various business purposes, such as for working capital, equipment purchases, lines of credit, and government contract financing; small business administration loans; asset-based loans and accounts receivable financing; home equity loans; and consumer loans. In addition, it offers business and consumer credit cards; merchant services; business insurance products; and online banking, remote deposit, and mobile banking services. The company serves commercial businesses, nonprofit organizations, professional service entities, and their respective owners and employees located in the greater Washington, D.C., and Baltimore metropolitan areas. It operates branch offices in Arlington, Virginia; the independent city of Manassas, Virginia; Reston, Fairfax County, Virginia; Springfield, Fairfax County in Virginia; Montgomery County and Baltimore in Maryland, and Washington, D.C. FVCBankcorp, Inc. was founded in 2007 and is headquartered in Fairfax, Virginia.",131,"{'maxAge': 1, 'name': 'James C. Elliott', 'title': 'Market Pres of Virginia', 'exercisedValue': 0, 'unexercisedValue': 0}",8,7,10,7,9,1693526400,1672444800,86400,2,11.9,11.77,11.76,12.14,11.9,11.77,11.76,12.14,0.0,0.273167,13.241758,9.563492,51016,51016,26946,26650,26650,10.62,19.15,1000,800,214515312,8.3,16.744,3.7844734,12.1165,12.23841,0.0,0.0,USD,166477568,0.29637,12681360,17802100,157108,179249,1690761600,1693440000,0.0088,0.15373,0.40715,7.02,0.0098,11.868,1.0153353,1672444800,1703980800,1688083200,-0.341,16799000,0.91,1.26,3:2,1506643200,2.937,NCM,EQUITY,FVCB,FVCB,"FVCBankcorp, Inc.","FVCBankcorp, Inc.",1430919000,America/New_York,EDT,-14400000,12.05,14.0,11.5,12.75,12.75,2.5,buy,2,79362000,4.458,33994000,56683000,3.227,0.00722,0.08222,65449000,21426000,-0.343,-0.098,0.0,0.0,0.38274,USD,
