,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Mr. Ashish  Masih', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1540385, 'exercisedValue': 183804, 'unexercisedValue': 446582}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
1,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Mr. Jonathan C. Clark', 'age': 63, 'title': 'Exec. VP, Principal Accounting Officer, CFO & Treasurer', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 1108482, 'exercisedValue': 0, 'unexercisedValue': 707073}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
2,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Mr. Andrew E. Asch', 'title': 'Sr. VP, Gen. Counsel & Corp. Sec.', 'fiscalYear': 2022, 'totalPay': 583029, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
3,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Mr. Ryan B. Bell', 'age': 43, 'title': 'Pres of Midland Credit Management', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 893106, 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
4,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Ms. Monique  Dumais-Chrisope', 'title': 'Sr. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
5,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Mr. Bruce  Thomas', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
6,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Mr. Steve  Carmichael', 'title': 'Sr. VP and Chief Risk & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
7,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Faryar  Borhani', 'title': 'Sr. Director of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
8,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Ms. Tracy  Ting', 'title': 'Sr. VP & Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
9,350 Camino De La Reina,Suite 100,San Diego,CA,92108,United States,877 445 4581,https://www.encorecapital.com,Mortgage Finance,Financial Services,"Encore Capital Group, Inc., a specialty finance company, provides debt recovery solutions and other related services for consumers across financial assets worldwide. The company purchases portfolios of defaulted consumer receivables at deep discounts to face value, as well as manages them by working with individuals as they repay their obligations and works toward financial recovery. It is also involved in the provision of early stage collection, business process outsourcing, and contingent collection services, as well as debt servicing and other portfolio management services to credit originator for non-performing loans. Encore Capital Group, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",6900,"{'maxAge': 1, 'name': 'Ms. Sheryl  Wright', 'title': 'Sr. VP of Corp. & Gov. Affairs', 'exercisedValue': 0, 'unexercisedValue': 0}",7,2,2,5,3,1693526400,1672444800,86400,2,47.46,47.28,46.8,47.55,47.46,47.28,46.8,47.55,0.0,1.528699,139.20589,6.1788516,347942,347942,146538,139610,139610,47.33,48.0,1000,900,1111549824,42.5,58.46,0.94405395,49.5344,49.99325,0.0,0.0,USD,4132018176,0.00281,22968651,23485100,2395035,2640081,1690761600,1693440000,0.102,0.030439999,1.19183,16.24,0.1462,52.537,0.900889,1672444800,1703980800,1688083200,-0.565,3307000,0.34,7.66,0.77,3.509,14.662,NMS,EQUITY,ECPG,ECPG,Encore Capital Group Inc,"Encore Capital Group, Inc.",931527000,America/New_York,EDT,-14400000,47.33,73.0,56.0,63.25,62.0,2.0,buy,4,219828000,9.36,281812992,3237243904,15.047,15.382,1177421952,262.373,49.727,0.031229999,0.0026800002,1398347000,-311896640,174774000,-0.528,-0.095,1.0,0.23934999,0.19808,USD,
