,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Christopher P. Marr', 'age': 57, 'title': 'CEO, Pres & Trustee', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 3188678, 'exercisedValue': 5497165, 'unexercisedValue': 10529382}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
1,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Timothy M. Martin', 'age': 51, 'title': 'CFO & Treasurer', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1450502, 'exercisedValue': 1445799, 'unexercisedValue': 3866507}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
2,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Joel D. Keaton', 'age': 50, 'title': 'Chief Operating Officer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1228698, 'exercisedValue': 836236, 'unexercisedValue': 1477717}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
3,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Jeffrey P. Foster', 'age': 52, 'title': 'Sr. VP, Chief Legal Officer & Sec.', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1204242, 'exercisedValue': 810569, 'unexercisedValue': 1749215}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
4,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Matthew D. DeNarie', 'age': 38, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
5,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Charles W. Place', 'title': 'Director, Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
6,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Daniel  Ruble CFA', 'title': 'VP of Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
7,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Ms. Jennifer  Schulte', 'title': 'Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
8,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Carey  Parsons', 'title': 'VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
9,5 Old Lancaster Road,Malvern,PA,19355-2132,United States,(610) 535-5700,(610) 535-5729,https://www.cubesmart.com,REIT—Industrial,Real Estate,"CubeSmart is a self-administered and self-managed real estate investment trust. The Company's self-storage properties are designed to offer affordable, easily accessible and, in most locations, climate-controlled storage space for residential and commercial customers. According to the 2023 Self-Storage Almanac, CubeSmart is one of the top three owners and operators of self-storage properties in the United States.",2804,"{'maxAge': 1, 'name': 'Mr. Guy  Middlebrooks', 'title': 'VP of Third-Party Management', 'exercisedValue': 0, 'unexercisedValue': 0}",3,1,1,4,2,1693526400,1672444800,86400,2,40.66,40.35,40.3,41.28,40.66,40.35,40.3,41.28,1.96,0.0482,1695945600,1.1047,3.79,0.598547,23.895348,22.216215,2209428,2209428,1638395,2013490,2013490,40.41,42.5,800,1200,9297929216,36.82,48.93,8.909826,42.6568,44.0631,1.9,0.046728972,USD,12242629632,0.37390998,223068558,224808992,7312721,9390610,1690761600,1693440000,0.0325,0.0069700005,1.053,4.42,0.037100002,12.461,3.2982905,1672444800,1703980800,1688083200,0.677,390195008,1.72,1.85,3.85,11.732,17.666,NYQ,EQUITY,CUBE,CUBE,CubeSmart,CubeSmart,1098451800,America/New_York,EDT,-14400000,41.1,54.0,44.0,47.9,47.0,2.4,buy,10,9220000,0.041,693017984,3033416960,0.14,0.2,1043558976,105.364,4.634,0.0436,0.13555,741941000,501817760,603932992,0.658,0.049,0.73862,0.66409,0.42481998,USD,
