,address1,city,state,zip,country,phone,fax,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Mr. Robert D. Pomeroy Jr.', 'age': 71, 'title': 'Chairman & CEO', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
1,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Mr. Gerald A. Michaud', 'age': 70, 'title': 'Pres & Director', 'yearBorn': 1952, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
2,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Mr. Daniel Raffaele Trolio CPA', 'age': 49, 'title': 'Exec. VP, CFO & Treasurer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
3,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Mr. Daniel Scott Devorsetz C.F.A., CFA', 'age': 52, 'title': 'Exec. VP, Chief Investment Officer & COO', 'yearBorn': 1970, 'fiscalYear': 2012, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
4,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Ms. Lynn D. Dombrowski', 'age': 36, 'title': 'Chief Accounting Officer', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
5,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Ms. Megan N. Bacon', 'title': 'Director of Investor Relations & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
6,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Mr. John C. Bombara', 'age': 58, 'title': 'Exec. VP, Gen. Counsel, Sec. & Chief Compliance Officer', 'yearBorn': 1964, 'fiscalYear': 2012, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
7,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Mr. Kevin T. Walsh', 'title': 'Sr. Managing Director of Technology - West Coast', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
8,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Mr. Todd A. McDonald', 'title': 'Sr. Managing Director of Technology \x96 Mid-Atlantic, Southeast', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
9,312 Farmington Avenue,Farmington,CT,06032-2586,United States,860 676 8654,860 676 8655,Asset Management,Financial Services,"Horizon Technology Finance Corporation is a business development company specializing in lending and and investing in development-stage investments. It focuses on making secured debt and venture lending investments to venture capital backed companies in the technology, life science, healthcare information and services, cleantech and sustainability industries. It seeks to invest in companies in the United States.","{'maxAge': 1, 'name': 'Mr. Mishone B. Donelson', 'title': 'Managing Director of Life Science \x96 East Coast', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,12.22,12.23,12.07,12.23,12.22,12.23,12.07,12.23,1.32,0.1086,1694995200,2.2456,9.65,1.159405,21.315788,7.4085364,366646,366646,255362,202870,202870,12.1,12.2,800,1400,390059936,9.67,13.45,3.8034961,12.3772,12.11785,1.26,0.10310965,USD,783680768,0.15085,32103700,468144,545128,1690761600,1693440000,0.0146,0.0135699995,0.05605,1.87,0.0147,11.074,1.0971645,1672444800,1703980800,1688083200,-0.98,15470000,0.57,1.64,1.34,7.642,NMS,EQUITY,HRZN,HRZN,Horizon Technology Finance Corp,Horizon Technology Finance Corporation,1288359000,America/New_York,EDT,-14400000,12.15,16.0,11.0,12.5,12.0,3.0,hold,8,24395000,0.76,418016000,0.69,0.741,102553000,117.612,3.707,0.06672,0.04789,79191000,28597000,-128294000,-0.984,0.513,1.0,0.0,0.7575,USD,
