,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Mr. D. Eric Mendelsohn', 'age': 60, 'title': 'Pres, CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1206880, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
1,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Mr. John L. Spaid', 'age': 62, 'title': 'Exec. VP of Fin., CFO & Treasurer', 'yearBorn': 1960, 'fiscalYear': 2022, 'totalPay': 699150, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
2,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Mr. Kevin Carlton Pascoe', 'age': 41, 'title': 'Exec. VP & Chief Investment Officer', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 456858, 'exercisedValue': 235762, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
3,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Mr. David Louis Travis', 'age': 47, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 484150, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
4,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Ms. Kristin Sallee Gaines', 'age': 50, 'title': 'Sr. VP & Chief Transaction Officer', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 564938, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
5,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Mr. Dana Rolfson Hambly', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
6,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Mr. Kimberly  Ouimet', 'title': 'Director of Corp. Compliance & HR', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
7,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Ms. Michelle R. Kelly', 'title': 'Sr. VP of Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
8,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Susan V. Sidwell', 'title': 'Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
9,222 Robert Rose Drive,Murfreesboro,TN,37129-6346,United States,615 890 9100,615 225 3030,https://www.nhireit.com,REIT—Healthcare Facilities,Real Estate,"Incorporated in 1991, National Health Investors, Inc. (NYSE:NHI) is a real estate investment trust specializing in sale, leasebacks, joint-ventures, senior housing operating partnerships, and mortgage and mezzanine financing of need-driven and discretionary senior housing and medical investments. NHI's portfolio consists of independent living, assisted living and memory care communities, entrance-fee retirement communities, skilled nursing facilities, and specialty hospitals.",25,"{'maxAge': 1, 'name': 'Ms. Colleen  Schaller', 'title': 'Real Estate Transaction Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,6,6,7,1693526400,1672444800,86400,2,50.82,50.59,50.14,51.01,50.82,50.59,50.14,51.01,3.6,0.070700005,1695859200,1.4229,6.27,0.917358,20.12253,17.141415,377204,377204,145429,136280,136280,49.11,51.39,1000,800,2209992960,47.54,63.63,7.1932616,52.5498,53.15585,3.6,0.07083825,USD,3348805888,0.35997,41426445,43409800,872587,1168537,1690761600,1693440000,0.0201,0.048049998,0.64862,6.55,0.0249,29.232,1.7415845,1672444800,1703980800,1688083200,0.835,109825000,2.53,2.97,0.58,10.9,12.565,NYQ,EQUITY,NHI,NHI,"National Health Investors, Inc.","National Health Investors, Inc.",687015000,America/New_York,EDT,-14400000,50.91,58.0,54.0,56.5,57.0,3.0,hold,4,17411000,0.401,266522000,1134814976,0.898,1.077,307231008,87.945,7.05,0.048260003,0.0804,268975000,202277120,171436000,1.018,0.294,1.06162,0.8675,0.63905996,USD,
