,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Mr. Anthony G. Capuano Jr.', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 6363747, 'exercisedValue': 0, 'unexercisedValue': 6848845}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
1,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Ms. Kathleen Kelly Oberg', 'age': 61, 'title': 'CFO & Exec. VP of Devel.', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 2661490, 'exercisedValue': 1990275, 'unexercisedValue': 1517224}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
2,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Mr. William P. Brown', 'age': 61, 'title': 'Group Pres of United States & Canada', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 2307787, 'exercisedValue': 1178232, 'unexercisedValue': 0}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
3,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Ms. Erika L. Alexander', 'age': 55, 'title': 'Chief Global Officer of Global Operations', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
4,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Ms. Felitia O. Lee', 'age': 60, 'title': 'Controller & Chief Accounting Officer', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
5,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Mr. Drew  Pinto', 'title': 'Exec. VP and Chief Revenue & Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
6,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Ms. Jackie Burka McConagha', 'title': 'Sr. VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
7,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Ms. Rena Hozore Reiss', 'age': 62, 'title': 'Exec. VP & Gen. Counsel', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
8,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Ms. Tricia A. Primrose', 'title': 'Exec. VP and Chief Global Communications & Public Affairs Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
9,7750 Wisconsin Avenue,Bethesda,MD,20814,United States,301 380 3000,https://www.marriott.com,Lodging,Consumer Cyclical,"Marriott International, Inc. operates, franchises, and licenses hotel, residential, timeshare, and other lodging properties worldwide. The company operates through U.S. and Canada, and International segments. It operates its properties under the JW Marriott, The Ritz-Carlton, Ritz-Carlton Reserve, W Hotels, The Luxury Collection, St. Regis, EDITION, Bvlgari, Renaissance, Le Méridien, Marriott, Sheraton, Westin, Four Points, Delta Hotels by Marriott, Autograph Collection, Tribute Portfolio, Marriott Hotels, Marriott Executive Apartments, Marriott Vacation Club, Gaylord Hotels, Design Hotels, Courtyard, Residence Inn, Fairfield, SpringHill Suites, TownePlace Suites, Protea Hotels, Aloft Hotels, AC Hotels by Marriott, Element Hotels, and Moxy Hotels brand names. It operates properties under 30 brand names in 138 countries and territories. Marriott International, Inc. was founded in 1927 and is headquartered in Bethesda, Maryland.",377000,"{'maxAge': 1, 'name': 'Mr. Benjamin T. Breland', 'age': 46, 'title': 'Exec. VP & Chief HR Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,4,9,7,1693526400,1672444800,86400,2,204.21,204.42,202.215,205.21,204.21,204.42,202.215,205.21,2.08,0.0104,1692144000,0.1831,1.594052,22.981901,21.295597,3898996,3898996,1997482,1858380,1858380,202.25,202.6,1400,800,60590440448,135.9,210.98,10.147453,200.0712,176.12895,1.62,0.00793301,USD,72636506112,0.46659002,236253468,298240000,7115185,5434251,1690761600,1693440000,0.0239,0.19506,0.61487997,3.31,0.0315,-0.748,1672444800,1703980800,1688083200,0.071,2785999872,8.84,9.54,1.35,1061:1000,1321920000,12.165,16.814,NMS,EQUITY,MAR,MAR,Marriott International,"Marriott International, Inc.",890663400,America/New_York,EDT,-14400000,203.16,225.0,160.0,208.59,212.0,2.7,hold,17,563000000,1.888,4320000000,12295999488,0.416,0.458,5970999808,19.043,0.10168,3.59948,4282000000,2193250048,2852999936,0.155,0.141,0.80505997,0.7235,0.67710996,USD,1.1967
