,address1,address2,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. Bryan Patrick Donohoe', 'age': 43, 'title': 'Chief Exec. Officer', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
1,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. Tae-Sik  Yoon', 'age': 55, 'title': 'CFO & Treasurer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 198389, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
2,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. Anton  Feingold', 'age': 42, 'title': 'Gen. Counsel, VP & Sec.', 'yearBorn': 1980, 'fiscalYear': 2022, 'totalPay': 218982, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
3,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. William Stephen Benjamin', 'age': 57, 'title': 'Partner, Head of Ares Real Estate & Chairman', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
4,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. David   Roth CFA, J.D.', 'age': 55, 'title': 'Pres', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
5,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. Carl G. Drake C.F.A.', 'title': 'Partner, Head of Public Markets Investor Relations & Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
6,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. A. Wilson Lamont', 'title': 'Partner & Co-Head of European Real Estate Equity', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
7,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. Andrew E. Holm', 'title': 'Partner', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
8,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. John  Ruane', 'title': 'Partner & Co-Head of European Real Estate Equity', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
9,245 Park Avenue,42nd Floor,New York,NY,10167,United States,212 750 7300,https://www.arescre.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"Ares Commercial Real Estate Corporation, a specialty finance company, originates and invests in commercial real estate (CRE) loans and related investments in the United States. It provides a range of financing solutions for the owners, operators, and sponsors of CRE properties. The company originates senior mortgage loans, subordinate debt and preferred equity products, mezzanine loans, and other CRE investments, including commercial mortgage-backed securities. It has elected and qualified to be taxed as a real estate investment trust for the United States federal income tax purposes under the Internal Revenue Code of 1986. The company was incorporated in 2011 and is based in New York, New York.","{'maxAge': 1, 'name': 'Mr. Howard C. Huang', 'title': 'Partner of Real Estate for Florida', 'exercisedValue': 0, 'unexercisedValue': 0}",7,8,5,9,7,1693526400,1672444800,86400,2,10.38,10.31,10.3,10.52,10.38,10.31,10.3,10.52,1.36,0.1296,1695859200,10.55,1.428077,10.386139,616563,616563,542877,401730,401730,10.42,10.6,800,1300,567889792,7.52,13.0,19.490332,10.3746,10.26015,1.32,0.12716763,USD,2094678528,-0.17448999,52461806,54136300,1792889,1689456,1690761600,1693440000,0.033099998,0.05949,0.41764,3.45,0.033800002,54136300,12.77,0.8214565,1672444800,1703980800,1688083200,-5084000,-0.12,1.01,12.95,71.891,-0.18996137,0.14113986,0.35,1687996800,NYQ,EQUITY,ACRE,ACRE,Ares Commercial Real Estate Cor,Ares Commercial Real Estate Corporation,1335533400,America/New_York,EDT,218ab24a-8ea0-3478-9cdf-98edea3036a1,finmb_140508224,-14400000,10.49,11.5,10.0,10.58,10.5,2.5,buy,6,143315008,2.648,1670204032,91.212,91.212,29137000,241.641,0.535,-0.002,-0.0068800002,60110000,51161000,-0.72,1.0,0.0,0.02955,USD,
