,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Ivan Luiz Murias dos Santos', 'title': 'CEO, CFO & Interim IRO and Member of the Board of Exec. Officers', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
1,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Salvador Gerardo Cabrera Aguilar', 'title': 'COO of Mobile Solutions & Member of Exec. Officers', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
2,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Daniel  Impieri', 'title': 'Chief Payments & Mob. Officer - LATAM, Industrial Officer and Mem. of Board of Exec. Officers', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
3,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Jorge Alberto Hernandez Olvera', 'title': 'Chief Global Services & Solutions Officer and Director of Payments & Mobile - USA', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
4,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Marcello dos Santos Ribeiro', 'title': 'Chief Identification Officer - LATAM, Identification Offr. & Mem. of Board of Exec. Offr.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
5,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Sven  Janssen', 'title': 'Global Chief of Supply Chain & Operations and Member of the Board of Exec. Officers', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
6,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Michael  Fox', 'title': 'Chief Commercial Officer of Identification - USA', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
7,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Mr. Ilson  Bressan', 'title': 'Sales & Marketing Director and Member of the Board of Exec. Officers', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
8,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Ms. Heloisa  Sirota', 'title': 'Director of Compliance, Risk & ESG & Member of the Board of Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
9,"Rua Peter Lund, 146/202",Caju,Rio De Janeiro,RJ,20930-390,Brazil,55 21 3479 9200,https://www.valid.com,Specialty Business Services,Industrials,"Valid Soluções S.A. provides security printing services for payment and mobile solutions, identity solutions, digital marketing, and digital certification worldwide. It operates through Means of Payment, Identification, and Mobile segments. The Means of Payment segment offers integrated products and solutions, such as chip and magnetic stripe cards, gift cards, check printing, invoices, and bank statements, as well as solutions in radio frequency identification, contactless cards, and mobile payments. The Identification segment provides physical and electronic solutions, such as data collection, storage and management, security prints, recognition, and digital printing. Its solutions are used in the generation of computerized systems for the administration of databases, collection of biometric data, printing and customization of official identification documents, solutions for smart cities, and traceable stamps. The Mobile segment offers services of issuing statements and technologies for use in cell phones, and digital mobility, such as NFC, TSM, and HCE solutions for mobile service providers. It also develops technologies for use in cell phones, such as recharge and payment and production of cards intended for telecommunications. The company serves state governments and government agencies, large financial institutions, telecommunications companies, retailers, agriculture cooperatives, and self-employed professionals. The company was formerly known as Valid Soluções e Serviços de Segurança em Meios de Pagamento e Identificação S.A. and changed its name to Valid Soluções S.A. in August 2018. Valid Soluções S.A. was founded in 1957 and is headquartered in Rio de Janeiro, Brazil.","{'maxAge': 1, 'name': 'Ms. Daniela Sorroche Belisario da Silva', 'title': 'CHRO, People & Culture Director, Director of HR and Member of the Board of Exec. Officers', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,18.38,18.37,18.13,18.57,18.38,18.37,18.13,18.57,0.64,0.0348,1690156800,0.1884,0.673869,7.8680854,10.626436,221500,221500,438484,411677,411677,18.22,18.32,0,0,1481572352,7.86,19.4,0.7267291,16.3418,12.18605,0.643,0.03498368,BRL,1994070400,0.080369994,80080390,80128304,0.0,0.71830004,16.132,1.1461691,1672444800,1703980800,1688083200,190651008,2.35,1.74,11:10,1494892800,0.978,4.431,SAO,EQUITY,VLID3.SA,VLID3.SA,VALID       ON      NM,Valid Soluções S.A.,1146142800,America/Sao_Paulo,BRT,-10800000,18.49,3.0,hold,282500000,3.528,450060992,762254016,1.268,2.027,2038685952,57.506,25.488,0.0925,0.13797,669627000,270396128,488654016,0.17,0.36801997,0.22076,0.20312001,BRL,
