,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Andrew  Wilson', 'age': 47, 'title': 'Chairman & CEO', 'yearBorn': 1975, 'fiscalYear': 2023, 'totalPay': 3934748, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
1,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Ms. Laura  Miele', 'age': 52, 'title': 'Pres of EA Entertainment, Technology & Central Devel.', 'yearBorn': 1970, 'fiscalYear': 2023, 'totalPay': 1712025, 'exercisedValue': 894233, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
2,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Ms. Vijayanthimala  Singh', 'age': 51, 'title': 'Chief People Officer', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 1236927, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
3,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Stuart  Canfield', 'age': 43, 'title': 'Exec. VP & CFO', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
4,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Eric Charles Kelly', 'age': 49, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
5,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Ms. Katherine Eileen Burke', 'title': 'Director of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
6,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Jacob J. Schatz', 'age': 53, 'title': 'Exec. VP, Chief Legal Officer, Gen. Counsel & Corp. Sec.', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
7,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'John  Reseburg', 'title': 'VP of Corp. Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
8,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. Joel  Linzner', 'age': 70, 'title': 'Exec. VP of Worldwide Bus. Affairs', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
9,209 Redwood Shores Parkway,Redwood City,CA,94065,United States,650 628 1500,https://ea.com,Electronic Gaming & Multimedia,Electronic Gaming & Multimedia,Communication Services,Communication Services,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",13400,"{'maxAge': 1, 'name': 'Mr. David  Tinson', 'title': 'Exec. VP & Chief Experience Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",9,5,5,1,4,1693526400,1703980800,86400,2,123.04,122.55,120.21,122.76,123.04,122.55,120.21,122.76,0.76,0.0063,1693267200,0.2346,0.903181,38.0,15.583441,4428346,4428346,2258319,2867590,2867590,120.11,121.06,900,800,32634058752,108.53,140.3,4.3035817,126.8464,123.6851,0.76,0.006176853,USD,32249018368,0.11776,245242777,270912000,3607476,4413631,1690761600,1693440000,0.013300001,0.00302,0.95671,1.64,0.013300001,270912000,26.988,4.463465,1680220800,1711843200,1688083200,0.293,893000000,3.17,7.73,2.85,2:1,1069113600,4.253,16.238,-0.020092726,0.14113986,0.19,1693267200,NMS,EQUITY,EA,EA,Electronic Arts Inc.,Electronic Arts Inc.,622301400,America/New_York,EDT,96140e14-25e9-3e5a-bdce-3927751527d0,finmb_27963,-14400000,120.46,162.0,127.0,144.93,145.0,2.2,buy,27,2601999872,9.605,1986000000,2216999936,1.114,1.276,7583000064,30.229,27.549,0.0754,0.11927,5754000000,1830749952,1987000064,0.324,0.089,0.75814,0.2619,0.20902,USD,0.9891
