,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Gary D. Kain', 'age': 57, 'title': 'Exec. Chairman', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2746700, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
1,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Peter J. Federico', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 3146700, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
2,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Ms. Bernice E. Bell', 'age': 50, 'title': 'Exec. VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1519550, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
3,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Christopher J. Kuehl', 'age': 48, 'title': 'Exec. VP of Agency Portfolio Investments & Chief Investment Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 2430300, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
4,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Kenneth L. Pollack', 'age': 54, 'title': 'Exec. VP, Gen. Counsel, Chief Compliance Officer & Sec.', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1319300, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
5,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Christopher  Erhorn', 'title': 'Sr. VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
6,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Ms. Katie R. Wisecarver', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
7,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Sean  Reid J.D.', 'title': 'Exec. VP of Strategy & Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
8,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Jason  Campbell', 'title': 'Head of Asset & Liability Management and Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
9,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Aaron J. Pas', 'age': 41, 'title': 'Sr. VP', 'yearBorn': 1981, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,10.09,10.07,10.02,10.09,10.09,10.07,10.02,10.09,1.44,0.143,1695859200,12.09,1.227178,4.705607,14210813,14210813,10602458,10209790,10209790,10.02,10.06,27000,21500,6103195136,7.3,12.25,56.511066,9.9378,10.184,1.44,0.14271556,USD,41030197248,0.27778,600683281,606076992,28035520,25726866,1690761600,1693440000,0.0463,0.00587,0.44324002,2.43,0.0465,606076992,10.35,0.9729468,1672444800,1703980800,1688083200,-86000000,-0.12,2.14,-2.19,379.909,-0.10647738,0.14113986,0.12,1693353600,NMS,EQUITY,AGNC,AGNC,AGNC Investment Corp.,AGNC Investment Corp.,1210858200,America/New_York,EDT,bd9dcb6b-e979-3e12-959d-30efa2c13c11,finmb_41018622,-14400000,10.07,11.25,9.5,10.53,10.5,2.4,buy,10,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
