,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. David D. Smith', 'age': 71, 'title': 'Exec. Chairman', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 3461547, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
1,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. Christopher S. Ripley', 'age': 45, 'title': 'Pres & CEO', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 3461547, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
2,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. Robert D. Weisbord', 'age': 59, 'title': 'COO & Pres of Broadcast', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 3213212, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
3,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. David B. Gibber', 'age': 40, 'title': 'Sr. VP & Gen. Counsel', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 1253348, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
4,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Dr. Frederick G. Smith', 'age': 72, 'title': 'VP & Director', 'yearBorn': 1950, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
5,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. J. Duncan Smith', 'age': 68, 'title': 'VP, Sec. & Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
6,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. David R. Bochenek', 'age': 59, 'title': 'Sr. VP & Chief Accounting Officer', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
7,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. Michael J. Kralec', 'title': 'Sr. VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
8,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. Brian S. Bark', 'age': 52, 'title': 'Exec. VP & Chief Information Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
9,10706 Beaver Dam Road,Hunt Valley,MD,21030,United States,410 568 1500,https://sbgi.net,Entertainment,Communication Services,"Sinclair, Inc., a media company, focuses on providing content on local television stations and digital platforms. The company distributes its content through broadcast platforms and third-party platforms that consist of programming provided by third-party networks and syndicators, local news, other original programming, and college sports. It also owns digital media products that are complementary to its portfolio of television station related digital properties, as well as interests in, owns, manages, and/or operates technical and software services companies, intellectual property for the advancement of broadcast technology, and other media and non-media related businesses and assets, including interests in real estate, venture capital, private equity, and direct investments. Sinclair, Inc. was founded in 1986 and is headquartered in Hunt Valley, Maryland.",7900,"{'maxAge': 1, 'name': 'Mr. Christopher C. King', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,10,8,10,10,1693526400,1672444800,86400,2,13.62,13.57,12.225,13.815,13.62,13.57,12.225,13.815,1.0,0.08140001,1693440000,0.3367,3.56,1.401106,4.13468,4.0933332,1397608,1397608,690158,1088360,1088360,12.34,12.35,800,900,778850368,9.81,22.83,0.2329098,13.1688,15.8909,1.0,0.07342144,USD,4377850368,0.05144,33276835,39649300,3860460,3764181,1690761600,1693440000,0.060900003,0.106680006,0.86495,6.69,0.108,11.134,1.1029279,1672444800,1703980800,1688083200,172000000,2.97,3.0,1.51,2:1,896400000,1.309,6.777,NMS,EQUITY,SBGI,SBGI,"Sinclair, Inc.","Sinclair, Inc.",802531800,America/New_York,EDT,-14400000,12.28,30.0,12.5,18.5,15.25,3.0,hold,6,728000000,11.478,646000000,4387999744,2.109,2.413,3344000000,684.555,48.946,0.03666,0.26803,1852000000,547750016,734000000,-0.082,0.48594,0.19318001,0.11094,USD,
