,address1,address2,city,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': ""Mr. Frank N. D'Orazio"", 'age': 53, 'title': 'CEO & Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 1846937, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
1,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Ms. Sarah Casey Doran', 'age': 48, 'title': 'Chief Financial Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 1116834, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
2,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Mr. Richard John Schmitzer', 'age': 66, 'title': 'Pres & CEO of Excess and Surplus Lines Segment', 'yearBorn': 1956, 'fiscalYear': 2022, 'totalPay': 1353512, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
3,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Mr. Daniel J. Heinlein', 'age': 36, 'title': 'Pres & CEO of the Casualty Reinsurance Division', 'yearBorn': 1986, 'fiscalYear': 2022, 'totalPay': 978938, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
4,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Mr. Terence Michael McCafferty', 'age': 58, 'title': 'CEO & Pres of Specialty Admitted Insurance Segment', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 855841, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
5,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Mr. Brett  Shirreffs', 'title': 'Sr. VP of Fin., Investments & Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
6,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Mr. Michael Edward Crow', 'age': 58, 'title': 'Principal Accounting Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
7,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Mr. Thomas Edward Peach', 'title': 'Group Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
8,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Ms. Jeanette L. Miller', 'age': 42, 'title': 'Chief Legal Officer', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
9,Wellesley House,2nd Floor 90 Pitts Bay Road,Pembroke,HM 08,Bermuda,https://www.jrgh.net,Insurance—Specialty,Financial Services,"James River Group Holdings, Ltd., through its subsidiaries, provides specialty insurance and reinsurance services in the United States. It operates through Excess and Surplus Lines, Specialty Admitted Insurance, and Casualty Reinsurance segments. The Excess and Surplus Lines segment underwrites liability and property insurance in all states and the District of Columbia. This segment distributes its insurance policies primarily through wholesale insurance brokers. The Specialty Admitted Insurance segment provides workers' compensation coverage for building trades, healthcare employees, light manufacturing, other light to medium hazard risks, as well as fronting and program business. The Casualty Reinsurance segment offers proportional and working layer casualty reinsurance to third parties and other insurance companies. James River Group Holdings, Ltd. was founded in 2002 and is headquartered in Pembroke, Bermuda.",639,"{'maxAge': 1, 'name': 'Ms. Angela Jenkins Burnett', 'title': 'Group Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,5,4,1,2,1693526400,1672444800,86400,2,14.79,14.84,14.64,15.02,14.79,14.84,14.64,15.02,0.2,0.0134000005,1694131200,0.21049999,2.72,0.398686,15.747369,6.259414,598199,598199,186659,220800,220800,14.65,14.98,800,1200,562790720,13.87,26.6,0.6246394,16.4168,19.96185,0.2,0.013522651,USD,784677440,0.0515,36529152,37619700,337837,342069,1690761600,1693440000,0.009,0.026689999,0.98843,1.72,0.0108,15.841,0.9443849,1672444800,1703980800,1688083200,2.091,35905000,0.95,2.39,1.02,0.871,7.754,NMS,EQUITY,JRVR,JRVR,"James River Group Holdings, Ltd","James River Group Holdings, Ltd.",1418394600,America/New_York,EDT,-14400000,14.96,34.0,17.0,25.67,27.0,2.4,buy,6,249367008,6.629,101195000,326355008,0.512,2.285,900985024,44.053,24.012,0.011849999,0.06271,268882000,132450624,126034000,3.19,0.29,0.35134,0.112320006,0.11115,USD,
