,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Neeraj  Akhoury', 'age': 54, 'title': 'MD & Director', 'yearBorn': 1968, 'fiscalYear': 2023, 'totalPay': 144373912, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
1,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Subhash  Jajoo', 'title': 'Chief Fin. Officer', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
2,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Vinay  Saxena', 'title': 'Sr. VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
3,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Kamlesh Kumar Jain', 'title': 'Chief of Accounts', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
4,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. M. S. R. KaliPrasad', 'title': 'Chief Digital & Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
5,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Shyam Sunder Khandelwal', 'age': 52, 'title': 'Chief Compliance Officer, Company Sec. & Chief Investor Relations Officer', 'yearBorn': 1970, 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
6,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Shailesh  Ambastha', 'title': 'Chief Sales Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
7,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Pramesh  Arya', 'age': 55, 'title': 'Chief Marketing Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
8,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Behram Earuch Sherdiwala', 'age': 64, 'title': 'Chief Human Resource Officer', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
9,"21, Strand Road",Kolkata,700001,India,91 33 2230 9601,91 33 2243 4226,https://www.shreecement.com,Building Materials,Basic Materials,"Shree Cement Limited manufactures and sells cement and clinker in India and internationally. It offers cement under the Roofon, Bangur Power, Shree Jung Rodhak, Bangur Cement, and Rockstrong brand names. The company also engages in the generation of power with a total capacity of 888.6 megawatts through thermal, waste heat recovery, solar, and wind power plants. Further, it produces autoclaved aerated concrete blocks, a lightweight and precast building material. Shree Cement Limited was incorporated in 1979 and is based in Kolkata, India.",6451,"{'maxAge': 1, 'name': 'Mr. Kirit Chhaganlal Gandhi', 'age': 66, 'title': 'Chief of Strategic Sourcing', 'yearBorn': 1956, 'fiscalYear': 2012, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,1,7,1693526400,1703980800,86400,2,26467.4,26401.0,26397.45,27100.0,26467.4,26401.0,26397.45,27100.0,100.0,0.0038,1685577600,0.3346,0.444481,60.97545,35.96095,1114,1114,975,1237,1237,26659.4,26697.8,0,0,966894223360,20165.8,27100.0,5.2258024,24515.266,24528.605,0.0,0.0,INR,959559565312,0.0845,9923288,36080700,0.72747004,0.18887,5165.192,5.18821,1680220800,1711843200,1688083200,1.048,15635000320,439.49,745.2,1.25,5.186,30.338,BSE,EQUITY,SHREECEM.BO,SHREECEM.BO,SHREE CEMENT LTD.,Shree Cement Limited,946871100,Asia/Kolkata,IST,19800000,26798.1,24318.0,11119.0,17978.7,18600.0,2.5,buy,35,34988199936,969.719,31629375488,27246700544,185023102976,14.588,5127.977,1.048,0.147,0.55737,0.17095,0.07873,INR,
