,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Thomas Ronald Palmer', 'age': 54, 'title': 'Pres, CEO & Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 3455781, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
1,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Robert D. Atkinson', 'age': 51, 'title': 'Exec. VP & COO', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 1754106, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
2,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Peter Ivan Toth BBus (IB), MIB', 'age': 52, 'title': 'Exec. VP & Chief Devel. Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 1681666, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
3,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Brian C. Tabolt', 'age': 41, 'title': 'VP, Controller & Chief Accounting Officer', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 716914, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
4,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Ms. Karyn F. Ovelmen', 'age': 59, 'title': 'Exec. VP & CFO', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
5,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Aaron Parahi Puna', 'age': 44, 'title': 'Exec. VP & CTO', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
6,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Luis Maximo Canepari', 'title': 'Sr. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
7,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Daniel  Horton', 'title': 'VP of Fin. & Investor Relations and Treasurer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
8,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Scott E. Sullivan', 'title': 'Chief Integrity & Compliance Officer and VP', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
9,6900 E Layton Avenue,Suite 700,Denver,CO,80237,United States,303 863 7414,303 837 5837,https://www.newmont.com,Gold,Basic Materials,"Newmont Corporation engages in the production and exploration of gold. It also explores for copper, silver, zinc, and lead. The company has operations and/or assets in the United States, Canada, Mexico, Dominican Republic, Peru, Suriname, Argentina, Chile, Australia, and Ghana. As of December 31, 2022, it had proven and probable gold reserves of 96.1 million ounces and land position of 61,500 square kilometers. The company was founded in 1916 and is headquartered in Denver, Colorado.",14600,"{'maxAge': 1, 'name': 'Mr. Mark D. Ebel', 'title': 'Acting Exec. VP & Interim Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,6,5,7,1693526400,1672444800,86400,2,39.52,39.9,39.75,40.6,39.52,39.9,39.75,40.6,1.6,0.0397,1693958400,2.64,0.394536,11.42493,16266908,16266908,7076948,7913890,7913890,40.31,40.43,2200,2200,32022022144,37.45,55.41,2.8601305,40.8152,45.35885,1.75,0.044281375,USD,35114557440,-0.0677,793413187,794000000,29417402,26468629,1690761600,1693440000,0.037100002,0.00115,0.82096,4.34,0.0419,24.243,1.663573,1672444800,1703980800,1688083200,-0.599,-778000000,-1.0,3.53,5:4,766972800,3.136,10.383,NYQ,EQUITY,NEM,NEM,Newmont Corporation,Newmont Corporation,322151400,America/New_York,EDT,-14400000,40.33,93.78,53.07,76.36,82.2,2.6,hold,3,3238000128,4.074,3382000128,6111000064,1.271,2.278,11196000256,31.476,14.092,0.01836,-0.03609,4526000000,469624992,2627000064,-0.605,-0.123,0.34861,0.30207002,0.10208999,USD,
