,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Robert Bernard Kelly A.M.', 'age': 74, 'title': 'Co-Founder, MD, CEO & Director', 'yearBorn': 1948, 'fiscalYear': 2023, 'totalPay': 2856791, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
1,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Stephen B. Humphrys', 'title': 'Chief Financial Officer', 'fiscalYear': 2023, 'totalPay': 1334442, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
2,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Nigel Patrick Fitzgerald', 'title': 'Chief Operating Officer', 'fiscalYear': 2023, 'totalPay': 442068, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
3,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Ms. Samantha  Hollman', 'title': 'Chief Exec. Officer of Steadfast International', 'fiscalYear': 2023, 'totalPay': 956294, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
4,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Chris  Rouse', 'title': 'Exec. Gen. Mang. of Technology', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
5,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Ms. Shalome  Ruiter', 'title': 'Exec. Gen. Mang. of Investor Relations & ESG', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
6,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Duncan A. M. Ramsay B.Comm., F.C.I.S., FANZIIF, L.L.B., L.L.M.', 'age': 59, 'title': 'Gen. Counsel & Company Sec.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
7,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Ms. Sheila  Baker', 'title': 'Exec. Gen. Mang. of Compliance & Customer Experience', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
8,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Martyn  Thompson', 'title': 'Exec. Gen. Mang. of Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
9,99 Bathurst Street,Level 4,Sydney,NSW,2000,Australia,61 2 9495 6500,61 2 9495 6565,https://www.steadfast.com.au,Insurance Brokers,Insurance Brokers,Financial Services,Financial Services,"Steadfast Group Limited provides general insurance brokerage services Australasia, Asia, and Europe. It also offers insurance underwriting services and related services. The company provides various business insurance products, such as aviation, business pack and interruption, contract works, corporate travel, cyber, events, farm, marine, management and product liability, professional indemnity, public liability, trade credit, and workers' compensation insurance. In addition, it offers personal insurance products, including home and contents, landlord, life, motor, and strata insurance. The company operates a network of general insurance brokers and underwriting agencies. Steadfast Group Limited was incorporated in 1996 and is headquartered in Sydney, Australia.","{'maxAge': 1, 'name': 'Mr. Munashe  Bhowa', 'title': 'Chief Risk Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,6,2,7,5,1693526400,1703980800,86400,2,5.51,5.55,5.55,5.65,5.51,5.55,5.55,5.65,0.15,0.026700001,1692576000,0.75,2.49,0.678303,31.166666,20.035715,3359007,3359007,2262748,1755329,1755329,5.6,5.61,0,0,5826546176,4.55,6.18,3.980969,5.729,5.7267,0.15,0.027223231,AUD,6789519360,0.12927,940110974,1038600000,0.107480004,0.40664002,1038600000,1.972,2.8448277,1688083200,1719705600,1688083200,0.567,189200000,0.18,0.28,1.74,4.639,14.645,0.124248505,0.14113986,0.09,1692576000,ASX,EQUITY,SDF.AX,SDF.AX,STEADFAST FPO,Steadfast Group Limited,1375401600,Australia/Sydney,AEST,6992e082-8171-37e7-b654-cea8ef4647bd,finmb_112816855,36000000,5.61,6.8,5.83,6.35,6.4,2.5,buy,9,259200000,0.25,463600000,1037400000,0.789,1.389,1463600000,46.211,1.428,0.05515,0.11225,696000000,326542496,424600000,0.495,0.302,0.47554,0.31675,0.2653,AUD,
