,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. Hisashi  Takeuchi', 'age': 58, 'title': 'MD, CEO, & Whole-Time Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 46451083, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
1,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. Ajay  Seth', 'title': 'CFO and Member of Exec. Board (Fin. & Internal Audit)', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
2,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. Sanjeev  Grover', 'title': 'Exec. VP, Company Sec. & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
3,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. Kenichiro  Toyofuku', 'age': 51, 'title': 'Director of Corp. Planning & Whole Time Director', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 33176000, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
4,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. Rajiv  Gandhi', 'title': 'Sr. Exec. Officer of Production & Member of the Exec. Board (Strategic Projects)', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
5,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. R.  Uppal', 'title': 'Chief HR, IT Officer & Member of the Exec Board (Human Resource, IT, Safety & Digital Enterprise)', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
6,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. Randhir Singh Kalsi', 'title': 'Member of Exec. Board (Process & Audit - Marketing & Sales)', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
7,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. C. V. Raman', 'title': 'Chief Technology Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
8,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Mr. Rahul  Bharti', 'title': 'Exec. Officer of Corp. Planning & Govt. Affairs & Chief Investor Relations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
9,"1, Nelson Mandela Road",Vasant Kunj,New Delhi,110070,India,91 11 4678 1000,91 11 4615 0275,https://www.marutisuzuki.com,Auto Manufacturers,Consumer Cyclical,"Maruti Suzuki India Limited manufactures, purchases, and sells motor vehicles, components, and spare parts primarily in India. The company offers passenger vehicles, utility vehicles, and multi-purpose vehicles. It is also involved in the facilitation of pre-owned car sales, fleet management, and car financing activities. In addition, the company offers driving school, accessories, insurance, and financing products and services. It also exports its products to Chile, Ivory Coast, Saudi Arabia, Ethiopia, South Africa, and internationally. The company was formerly known as Maruti Udyog Limited and changed its name to Maruti Suzuki India Limited in September 2007. The company was incorporated in 1981 and is headquartered in New Delhi, India. Maruti Suzuki India Limited is a subsidiary of Suzuki Motor Corporation.",16875,"{'maxAge': 1, 'name': 'Ms. Manjaree  Chowdhary', 'title': 'Exec. Officer of Legal & Gen. Counsel', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,4,5,8,1693526400,1703980800,86400,2,10488.15,10489.3,10477.4,10550.0,10488.15,10489.3,10477.4,10550.0,90.0,0.0086,1691020800,0.2207,0.91,0.560505,38.74705,24.94608,544614,544614,491373,539028,539028,0.0,0.0,0,0,3179467505664,8076.05,10580.0,2.5765936,9782.955,9063.124,0.0,0.0,INR,3191710154752,0.07861,131434862,302080000,0.56492,0.28166,2045.443,5.1457067,1680220800,1711843200,1688083200,1.437,96999997440,271.64,421.92,-2.55,2.587,26.584,NSI,EQUITY,MARUTI.NS,MARUTI.NS,MARUTI SUZUKI IND,Maruti Suzuki India Limited,1057722300,Asia/Kolkata,IST,19800000,10525.25,13200.0,7400.0,10652.0,10920.0,2.0,buy,43,373000000,1.235,120060502016,12472999936,1233981014016,2.018,4085.035,314578000000,1.437,0.22,0.27177,0.09729,0.07428,INR,
