,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Mahendra Kumar Daga BA, FIM (UK)', 'age': 84, 'title': 'Exec. Chairman', 'yearBorn': 1938, 'fiscalYear': 2023, 'totalPay': 20804126, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
1,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Aditya  Gupta', 'age': 54, 'title': 'Chief Exec. Officer', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
2,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Himanshu  Jindal', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
3,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Yogesh  Mendiratta', 'title': 'Company Sec., Head of Legal & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
4,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Madhur  Daga', 'age': 50, 'title': 'Exec. MD & Exec. Director', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 11934719, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
5,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Anil  Agarwal', 'age': 70, 'title': 'Chief Operations Officer', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
6,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Pinaki  Nandy', 'title': 'Chief Sales Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
7,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Alok  Agarwal', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
8,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Ajay  Srivastava', 'title': 'Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
9,Iris House,"16, Business Centre Nangal Raya, DDA Complex",New Delhi,110046,India,91 11 4711 9100,https://www.orientbell.com,Building Products & Equipment,Industrials,"Orient Bell Limited manufactures, trades in, and sells ceramic and floor tiles in India and internationally. It offers vitrified, ceramic, porcelain, designer, anti-skid, digital, double charge, GVT, cool, highlighter, PGVT, full body vitrified, polished vitrified, germ free, DGVT, forever, double glazed vitrified, stain resistant, nano, printed double charge, non-digital, Kerinox, anti-static, and carving tiles. The company provides tiles for various applications, including bathrooms, kitchen, parking, elevation, bedrooms, outdoor, terrace, living room, balcony, swimming pools, porch, office, pathway, dining room, commercial, bar, restaurant, hospital, accent, automotive, schools, traffic, pooja room, and stairs. It sells its products through channel partners. Orient Bell Limited was incorporated in 1977 and is headquartered in New Delhi, India.",861,"{'maxAge': 1, 'name': 'Mr. Prashant  Kashyap', 'title': 'Head Customer Insights', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,471.05,475.0,462.0,475.0,471.05,475.0,462.0,475.0,1.0,0.0021,1689638400,0.1037,0.742353,47.955486,51113,51113,3586,8639,8639,462.4,466.3,0,0,6711149056,451.0,648.95,0.9660583,492.492,521.9835,0.0,0.0,INR,6765517824,0.02041,4725829,14487100,0.66251,0.037520003,214.151,2.1631932,1680220800,1711843200,1688083200,141792000,9.66,0.974,18.123,BSE,EQUITY,ORIENTBELL.BO,ORIENTBELL.BO,ORIENT BELL LIMITED,Orient Bell Limited,1010720700,Asia/Kolkata,IST,19800000,463.25,150.0,150.0,150.0,150.0,none,1,32257000,2.227,373316512,86637000,6946939904,2.792,479.691,4228881000,-0.067,0.59011,0.053740002,0.02664,INR,
