,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Mr. Julien Pierre Combaret', 'age': 43, 'title': 'Director of Operations & Director', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
1,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Iwan  Kurniawan', 'title': 'Head of Investment Division', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
2,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Ms. Liani  Chandra', 'age': 48, 'title': 'Director & Head of Accounting', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
3,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Ms. Marianty Ningsih Santoso', 'age': 61, 'title': 'Head of Legal & Compliance, Head of Security & Resources and Corp. Sec.', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
4,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Ms. Dian  Andiani', 'age': 41, 'title': 'Head of HR', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
5,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Mr. Freddy  Wijaya', 'age': 58, 'title': 'Deputy Director of Claims & Head of Operation', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
6,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Ms. Ang Triesje Kiok Hoa Se, As., Aaai-K', 'age': 56, 'title': 'Head of Underwriting Non A&H', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
7,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Ms. Mona  Djajasaputra', 'age': 63, 'title': 'Head of Fin.', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
8,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Ms. Ratih  Lestarini', 'age': 46, 'title': 'Head of Reinsurance', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
9,Plaza Asia,27th Floor Jalan Jenderal Sudirman Kav. 59,Jakarta,12190,Indonesia,62 21 5140 1688,62 21 5140 1697,https://www.abdainsurance.co.id,Insurance—Property & Casualty,Financial Services,"PT Asuransi Bina Dana Arta Tbk operates as a general insurance company in Indonesia. The company offers motor vehicles, fire, personal accident and health, transportation, liability, engineering, marine cargo, heavy equipment, home, property, travel, and other insurance products. It also engages in the motor vehicle workshop and repair business. The company was founded in 1982 and is headquartered in Jakarta, Indonesia. PT Asuransi Bina Dana Arta Tbk operates as a subsidiary of Oona Insurance Pte. Ltd.",444,"{'maxAge': 1, 'name': 'Ms. Nilawati  Sondhi', 'age': 59, 'title': 'Head of Underwriting A&H', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6100.0,0.0,6100.0,6100.0,6100.0,0.0,6100.0,6100.0,1654560000,0.0,0.086768,60.97561,0,0,19,40,40,0.0,0.0,0,0,3786922524672,5275.0,6800.0,4.8901243,6136.0,6436.875,0.0,0.0,IDR,1788988620800,0.07956,1850004,35373600,0.94973,0.0,2433.586,2.5065892,1672444800,1703980800,1688083200,0.155,61614133248,100.04,13:10,1058832000,2.31,20.01,JKT,EQUITY,ABDA.JK,ABDA.JK,Asuransi Bina Dana Arta Tbk.,PT Asuransi Bina Dana Arta Tbk,1002852000,Asia/Jakarta,WIB,25200000,6100.0,none,1997987643392,3218.373,89404465152,0,2.122,2.249,774402080768,1247.413,0.01998,0.04163,439528708000,130661892096,-19538595840,0.155,0.117,0.52933997,0.11545,0.10271,IDR,
