,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Gary D. Kain', 'age': 57, 'title': 'Exec. Chairman', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 2746700, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
1,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Peter J. Federico', 'age': 56, 'title': 'Pres, CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 3146700, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
2,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Ms. Bernice E. Bell', 'age': 50, 'title': 'Exec. VP & CFO', 'yearBorn': 1972, 'fiscalYear': 2022, 'totalPay': 1519550, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
3,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Christopher J. Kuehl', 'age': 48, 'title': 'Exec. VP of Agency Portfolio Investments & Chief Investment Officer', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 2430300, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
4,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Kenneth L. Pollack', 'age': 54, 'title': 'Exec. VP, Gen. Counsel, Chief Compliance Officer & Sec.', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1319300, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
5,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Christopher  Erhorn', 'title': 'Sr. VP & CTO', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
6,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Ms. Katie R. Wisecarver', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
7,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Sean  Reid J.D.', 'title': 'Exec. VP of Strategy & Corp. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
8,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Jason  Campbell', 'title': 'Head of Asset & Liability Management and Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
9,7373 Wisconsin Avenue,22nd Floor,Bethesda,MD,20814,United States,301 968 9315,301 968 9301,https://www.agnc.com,REIT—Mortgage,REIT—Mortgage,Real Estate,Real Estate,"AGNC Investment Corp. operates as a real estate investment trust (REIT) in the United States. It invests in residential mortgage pass-through securities and collateralized mortgage obligations for which the principal and interest payments are guaranteed by the United States government-sponsored enterprise or by the United States government agency. The company funds its investments primarily through collateralized borrowings structured as repurchase agreements. It has elected to be taxed as a REIT under the Internal Revenue Code of 1986 and would not be subject to federal corporate income taxes, if it distributes at least 90% of its taxable income to its stockholders. The company was formerly known as American Capital Agency Corp. and changed its name to AGNC Investment Corp. in September 2016. AGNC Investment Corp. was incorporated in 2008 and is headquartered in Bethesda, Maryland.",51,"{'maxAge': 1, 'name': 'Mr. Aaron J. Pas', 'age': 41, 'title': 'Sr. VP', 'yearBorn': 1981, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,4,2,3,2,1693526400,1672444800,86400,2,22.1,22.03,22.01,22.14,22.1,22.03,22.01,22.14,1.53,0.069299996,1695859200,1.227178,19889,19889,52937,36130,36130,21.83,22.25,1400,800,16.79,22.144,21.3423,20.563725,1.44,0.065158375,USD,48339492864,0.27778,600683281,22830,45628,1690761600,1693440000,0.44,10.35,2.138164,1672444800,1703980800,1688083200,-86000000,-1.86,447.588,0.065992236,0.14113986,0.383,1687996800,NMS,EQUITY,AGNCP,AGNCP,AGNC Investment Corp. - Deposit,AGNC Investment Corp.,1580913000,America/New_York,EDT,a3d71d07-13e2-3eb7-a8ef-86acf3abe4e7,finmb_41018622,-14400000,22.13,none,8940000256,14.751,42232999936,0.173,0.19,108000000,536.088,0.19,0.00049,0.00377,-1116000000,285000000,1.0,0.0,0.27778,USD,
