,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Dr. Brett P. Monia Ph.D.', 'age': 61, 'title': 'Founder, CEO & Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1712958, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
1,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Ms. Elizabeth L. Hougen M.A., M.B.A., M.S.', 'age': 60, 'title': 'Exec. VP of Fin. & CFO', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 1015341, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
2,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Ms. Onaiza  Cadoret-Manier M.A., M.B.A., M.S.', 'age': 57, 'title': 'Exec. VP, Chief Global Product Strategy & Operations Officer', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 930820, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
3,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Ms. B. Lynne Parshall Esq., J.D.', 'age': 68, 'title': 'Sr. Strategic Advisor & Director', 'yearBorn': 1954, 'fiscalYear': 2022, 'totalPay': 334641, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
4,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Dr. Richard S. Geary Ph.D.', 'age': 64, 'title': 'Exec. VP & Chief Devel. Officer', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 946259, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
5,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Mr. Joseph T. Baroldi M.A., M.B.A., M.S.', 'age': 43, 'title': 'Exec. VP & Chief Bus. Officer', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 815865, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
6,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Mr. Darren  Gonzales', 'title': 'Chief Accounting Officer & Sr. VP', 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
7,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Dr. C. Frank Bennett BSc, Ph.D.', 'age': 65, 'title': 'Exec. VP & Chief Scientific Officer', 'yearBorn': 1957, 'fiscalYear': 2013, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
8,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': 'Mr. D. Wade Walke Ph.D.', 'title': 'Sr. VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
9,2855 Gazelle Court,Carlsbad,CA,92010,United States,760 931 9200,https://www.ionispharma.com,Biotechnology,Healthcare,"Ionis Pharmaceuticals, Inc. discovers and develops RNA-targeted therapeutics in the United States. The company offers SPINRAZA for spinal muscular atrophy (SMA) in pediatric and adult patients; TEGSEDI, an antisense injection for the treatment of polyneuropathy caused by hereditary transthyretin amyloidosis in adults; and WAYLIVRA, an antisense medicine for treatment for familial chylomicronemia syndrome (FCS) and familial partial lipodystrophy. It also develops medicines for various indications that are in phase 3 study, including Eplontersen as a monthly self-administered subcutaneous injection to treat all types of ATTR; Olezarsen for patients with FCS and severe hypertriglyceridemia (SHTG); Donidalorsen for patients with hereditary angioedema; ION363 for patients with amyotrophic lateral sclerosis; Tofersen to inhibit the production of superoxide dismutase 1; Pelacarsen for patients with established cardiovascular disease and elevated lipoprotein(a); and Bepirovirsen to inhibit the production of viral proteins associated with hepatitis B virus. In addition, the company develops Cimdelirsen to inhibit the production of growth hormone receptor; IONIS-FB-LRx to inhibit the production of complement factor B and the alternative complement pathway; and ION224 to reduce the production of diacylglycerol acyltransferase 2. It has a strategic collaboration with Biogen for the treatment of neurological disorders; and collaboration and license agreement with Metagenomi, Inc, AstraZeneca, Bayer AG, GlaxoSmithKline plc, Novartis, Roche, Swedish Orphan Biovitrum AB, and PTC Therapeutics. Ionis Pharmaceuticals, Inc. was incorporated in 1989 and is based in Carlsbad, California.",796,"{'maxAge': 1, 'name': ""Mr. Patrick R. O'Neil Esq."", 'age': 48, 'title': 'Exec. VP, Chief Legal Officer, Gen. Counsel & Corp. Sec.', 'yearBorn': 1974, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",2,3,3,5,3,1693526400,1672444800,86400,2,43.64,43.39,42.45,43.51,43.64,43.39,42.45,43.51,0.0,0.50484,-12.05337,1250789,1250789,945440,955260,955260,42.79,42.86,800,1000,6150118400,32.69,47.74,9.752928,40.6554,38.76345,0.0,0.0,USD,5351428608,-0.49007,142234062,143326000,9289197,9214309,1690761600,1693440000,0.0648,0.00763,0.95005,12.62,0.0767,2.992,14.341577,1672444800,1703980800,1688083200,-309035008,-2.2,-3.56,0.24,8.486,-11.763,NMS,EQUITY,IONS,IONS,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",674487000,America/New_York,EDT,-14400000,42.91,88.0,25.0,49.63,50.0,2.5,buy,19,2393609984,16.7,-454956000,1490283008,8.409,9.087,630592000,347.952,4.426,-0.10813,-0.58695,-257866000,-269335264,-455980000,0.408,-0.46855,-0.72147006,-0.74452,USD,
