,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Mr. Thomas Wayne Griffith', 'age': 59, 'title': 'CEO & Exec. Director', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1013934, 'exercisedValue': 0, 'unexercisedValue': 59120}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
1,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Mr. Carlos Manuel Yuste', 'title': 'Head of Bus. Devel.', 'fiscalYear': 2022, 'totalPay': 761806, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
2,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Mr. Mark Dominic Dwyer C.F.A., CFA', 'title': 'Chief Investment Officer of CLIM', 'fiscalYear': 2022, 'totalPay': 913147, 'exercisedValue': 0, 'unexercisedValue': 28577}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
3,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Mr. Daniel Lee Lippincott C.F.A., CFA', 'title': 'Chief Investment Officer of KIM', 'fiscalYear': 2022, 'totalPay': 623739, 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
4,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Mr. Deepranjan  Agrawal', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
5,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Anthony  Inverso', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
6,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Ashleigh  Simms', 'title': 'Head of Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
7,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Mr. Michael  Edmonds C.A.I.A., C.F.A., CAIA, CFA', 'title': 'Head of Developed/Opportunistic Value Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
8,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Jeff  Gill', 'title': 'Head of the Frontier Strategy', 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
9,77 Gracechurch Street,London,EC3V 0AS,United Kingdom,+44 20 77110771,+44 20 77110772,https://www.citlon.co.uk,Asset Management,Financial Services,"City of London Investment Group PLC is a publically owned investment manager. The firm provides client focused equity portfolios. It invests in public equity markets across the globe. The firm invests in small cap companies in emerging markets to create its portfolios. It uses combination of macroeconomic, qualitative, and top down company analysis to make its investments. The firm uses in house research to make its investments. It benchmarks the performance of its portfolios with S&P EM Frontier Super Comp., MSCI Emerging Markets Index, HSBC Global Mining Index, and MSCI ACWI ex US Index. City of London Investment Group PLC was founded in 1991 and is based in London, United Kingdom with additional offices in Dubai, United Arab Emirates, Singapore, Coatesville, Pennsylvania, Bellevue, Washington.",117,"{'maxAge': 1, 'name': 'Courtney  Short', 'title': 'Head of US Client Servicing', 'exercisedValue': 0, 'unexercisedValue': 0}",8,8,8,8,8,1693526400,1672444800,86400,2,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,6.3299,0.41,0.0642,1695859200,0.77459997,0.498873,12.411569,2000,2000,0,0,0,0.0,0.0,0,0,320793632,6.3299,6.3299,5.4811883,6.3299,6.3299,0.33,0.05213353,USD,292900480,0.25369,25014358,50679100,0.5144,0.17844999,2.576,2.4572592,1656547200,1688083200,1672444800,-0.307,14847555,0.51,5.005,11.499,PNK,EQUITY,CLIUF,CLIUF,CITY OF LONDON INVESTMENT GROUP,City of London Investment Group Plc,1379338200,America/New_York,EDT,-14400000,6.3299,none,19078488,0.39,25471644,2409916,3.052,3.052,58526292,1.913,1.196,0.09057,0.1196,61293627,19369572,21007916,-0.307,-0.088,1.0,0.43522,0.35426998,GBP,
