,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Mr. Jostein  Amdal', 'age': 57, 'title': 'Exec. VP & CFO', 'yearBorn': 1965, 'fiscalYear': 2021, 'totalPay': 504503, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
1,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Ms. Catharina Elisabeth Hellerud', 'age': 54, 'title': 'Chief Risk Officer', 'yearBorn': 1968, 'fiscalYear': 2021, 'totalPay': 398804, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
2,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Ms. Janne Merethe Flessum', 'age': 51, 'title': 'Exec. VP of Strategy & Group Devel.', 'yearBorn': 1971, 'fiscalYear': 2021, 'totalPay': 352155, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
3,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Mr. Lars Goran Bjerklund', 'age': 51, 'title': 'Exec. VP of Commercial', 'yearBorn': 1971, 'fiscalYear': 2021, 'totalPay': 395344, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
4,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Ms. Aysegul  Cin', 'age': 41, 'title': 'Exec. VP of Claims', 'yearBorn': 1981, 'fiscalYear': 2021, 'totalPay': 354048, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
5,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Mr. Rene  Floystol', 'age': 41, 'title': 'Exec. VP of Private', 'yearBorn': 1981, 'fiscalYear': 2021, 'totalPay': 352350, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
6,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Mr. Geir  Holmgren', 'age': 50, 'title': 'Chief Exec. Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
7,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Mr. Erik  Ranberg', 'title': 'Head of Investments', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
8,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Ms. Karen Elise Christoffersen', 'title': 'Accounting Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
9,Schweigaardsgate 21,Oslo,0191,Norway,47 91 50 31 00,https://www.gjensidige.no,Insurance—Property & Casualty,Financial Services,"Gjensidige Forsikring ASA provides general insurance and pension products in Norway, Sweden, Denmark, Latvia, Lithuania, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers motor, accident and health, travel, leisure craft, valuables, liability, commercial, marine/transport, agriculture, natural perils, life, and pet insurance products. The company also provides defined contribution occupational pension schemes for businesses, which include disability pension, spouse/cohabitant pension, and child's pension products. It distributes its products through various distribution channels comprising office channel, call center, Internet, partners, and brokers to private and commercial customers. The company was founded in 1816 and is headquartered in Oslo, Norway.",4409,"{'maxAge': 1, 'name': 'Christian  Moe', 'title': 'Acting Exec. VP of Technology & Insight', 'exercisedValue': 0, 'unexercisedValue': 0}",1,6,1,6,3,1693526400,1640908800,86400,2,13.92,14.17,14.17,14.17,13.92,14.17,14.17,14.17,0.73,0.0523,1679616000,0.7604,0.268018,15.074469,30,30,0,0,0,14.34,14.76,150000,150000,7265993216,13.04,19.35,0.1990923,13.8616,15.5739,8.25,0.5926724,EUR,-49403203584,0.15062,191201210,499976000,0.6317,0.29326,41.971,0.33761406,1672444800,1703980800,1688083200,2.383,5497099776,0.94,-1.354,-6.352,FRA,EQUITY,XGJ.F,XGJ.F,GJENSIDIGE FORSIKRNG NK 2,Gjensidige Forsikring ASA,1343282400,Europe/Berlin,CEST,7200000,14.17,none,60481699840,118.16,7777050112,3815899904,49.029,50.685,36495601664,16.805,72.829,0.034879997,0.23732,10873900000,-60614164480,6310799872,2.4,0.305,0.35243,0.21309,0.2069,NOK,
