,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': ""Mr. Alessandro Melzi D'Eril"", 'age': 47, 'title': 'CEO, GM & Director', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
1,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Davide  Sosio', 'title': 'Group CFO & HR Director', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
2,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Enrico Maria Bosi', 'title': 'Financial Reporting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
3,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Philippe  Minard', 'age': 53, 'title': 'CEO & Investments Director of Anima Alternative Sgr', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
4,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Davide  Gatti', 'title': 'Head of Sales Division of ANIMA Sgr', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
5,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Emanuele  Patti', 'title': 'Head of Operations Division - ANIMA Sgr', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
6,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Claudio  Tosato', 'title': 'Head of Product Division - ANIMA Sgr', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
7,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Andrea  Mandraccio', 'title': 'Head of Institutional & Wholesales Division of ANIMA Sgr', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
8,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Lars  Schickentanz', 'title': 'Head of Alpha Strategies Division of ANIMA Sgr', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
9,"Corso Giuseppe Garibaldi, 99",Milan,MI,20121,Italy,+39 2 806381,+39 2 63536902,https://www.animaholding.it,Asset Management,Financial Services,"Anima Holding S.p.A. is a publicly owned investment manager. The firm invests in the public equity markets of Italy. The firm offers various investment schemes and foreign SICAVs, and institutional and private pension funds, mutual funds, open-ended umbrella funds as well as private wealth and institutional asset management services. It employs fundamental analysis to make its investments. It provides asset management services in Italy. Anima Holding S.p.A. is based in Milan, Italy.",327,"{'maxAge': 1, 'name': 'Mr. Daniele  Turchi', 'title': 'Head of Risk Management of ANIMA Sgr', 'exercisedValue': 0, 'unexercisedValue': 0}",6,4,1,1,2,1693526400,86400,4,3.874,3.878,3.828,3.898,3.874,3.878,3.828,3.898,0.22,0.0574,1684713600,0.6185,5.69,1.486486,10.638888,7.3653846,1201841,1201841,722963,613393,613393,3.828,3.832,0,0,1235803136,2.828,4.368,1.2800864,3.6206,3.70006,0.22,0.056788847,EUR,1293229056,0.12904,255040813,321329984,0.14227,0.68474996,4.238,0.9037282,1672444800,1703980800,1688083200,0.133,124580000,0.36,0.52,2.08,1.34,5.211,MIL,EQUITY,ANIM.MI,ANIM.MI,ANIMA HOLDING,Anima Holding SpA,1397631600,Europe/Rome,CEST,7200000,3.83,4.9,3.9,4.5,4.5,1.9,buy,10,548889984,1.693,248163008,600595008,13.7,13.892,965406016,43.717,2.852,0.05574,0.09078,339680000,194117632,-218495008,0.133,-0.041,0.35589,0.25706,0.21479,EUR,
