,address1,city,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,totalRevenue,revenuePerShare,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. Steffen  Meister', 'age': 51, 'title': 'Partner & Exec. Chairman of Directors', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 398723, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
1,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. David  Layton', 'age': 40, 'title': 'Partner, Chief Exec. Officer & Global Exec. Board Member', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 2054098, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
2,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Dr. Marcel  Erni Ph.D.', 'age': 57, 'title': 'Co-Founder & Member of the Board of Directors', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 405443, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
3,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. Alfred  Gantner', 'age': 54, 'title': 'Co-Founder & Exec. Director', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 402083, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
4,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. Urs  Wietlisbach', 'age': 61, 'title': 'Co-Founder & Exec. Director', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 406563, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
5,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. Stefan  Näf', 'age': 48, 'title': 'Partner, Chairman of Clients, Co-Head Client Solutions Americas & Member of Global Exec. Board', 'yearBorn': 1974, 'fiscalYear': 2012, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
6,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. Rene  Biner CPA', 'age': 51, 'title': 'Partner & Chairman Global Investment Committee', 'yearBorn': 1971, 'fiscalYear': 2012, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
7,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. Martin  Scott', 'age': 48, 'title': 'Partner, Head of AUS, Head of Sydney Office, Head of Client Sols for AUS & Global Exec. Board Member', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
8,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. Roberto  Cagnati', 'age': 43, 'title': 'Partner, Chief Risk Officer, Head of Portfolio Solutions & Global Exec. Board Member', 'yearBorn': 1979, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
9,Zugerstrasse 57,Baar,6341,Switzerland,41 41 784 60 00,41 41 784 60 01,https://www.partnersgroup.com/en/,Asset Management,Asset Management,Financial Services,Financial Services,"Partners Group Holding AG is a private equity firm specializing in direct, secondary, and primary investments across private equity, private real estate, private infrastructure, and private debt. The firm also makes fund of funds investments. It seeks to invest in distressed, special situations, later stage, mature, early venture, mid venture, late venture, industry consolidation,  buyouts, recapitalizations, emerging growth, and seed capital. For direct private equity investments, the firm invests directly into healthcare, consumer, media & telecommunications, education, information technology, industrials, infrastructure/energy & utilities, financial and business services and real estate operating companies. For its private real estate direct investment practice, it focuses on seeking out properties globally. It also makes investments in private real estate secondaries and primaries and focuses on distressed assets in United States, Europe, and Japan. Under private debt, the firm provides senior debt financing, mezzanine financing, alongside secondaries and primaries, and also participates in add on acquisitions. It seeks to invest in middle market in Americas, Europe, and Asia. In energy infrastructure, the firm seeks to invest in the areas of midstream, power generation, gas transportation, gas export infrastructure, renewable energy including wind and solar energy. The firm seeks to invest globally with a focus on South Africa, China, India, Philippines, Austria, France, Germany, Switzerland, Russia, Brazil, and Chile. It seems to invest between 500,000 ($685,010) and 100 million ($137 million) in equity investment in companies with enterprise value between 100 million ($137 million) to 2 billion ($2740 million). The firm is a value-add investor targeting majority and minority stake in its investee companies. While investing in funds, it invests in venture capital, mezzanine, private equity, real estate, distressed, turnaround, and secondary funds. Partners Group Holding AG was founded in 1996 and is based in Baar, Switzerland with additional offices across North America, South America, Europe, Australia, and Asia.",1900,"{'maxAge': 1, 'name': 'Mr. Andreas  Knecht', 'age': 52, 'title': 'Partner, COO, Co-Gen. Counsel, Co-Head of Legal & Compliance, & Member of Global Exec. Board', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1,5,1,10,3,1693526400,1672444800,86400,2,1154.375,1157.38,1157.38,1157.38,1154.375,1157.38,1157.38,1157.38,40.83,0.0363,1685059200,0.84419996,2.81,1.278153,26.370016,2,2,104,100,100,0.0,0.0,0,0,30483421184,753.75,1170.16,14.978096,1076.1351,968.8781,37.0,0.032051977,USD,29161492480,0.53651,21459283,25909800,0.16559,0.36297,26338300,93.258,12.410517,1672444800,1703980800,1688083200,0.187,1091900032,43.89,14.329,24.33,0.27675676,0.14113986,40.87,1685059200,PNK,EQUITY,PGPHF,PGPHF,PARTNERS GROUP HLG AG,Partners Group Holding AG,1422541800,America/New_York,EDT,6ded11af-fe8b-3c2f-9358-400efd181e7c,finmb_21863226,-14400000,1157.38,none,1198599936,2035200000,73.017,0.194,0.66253996,0.58893,0.59242,CHF,
