,address1,city,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Dr. Thomas  Stockmeier', 'age': 64, 'title': 'CTO & Member of Management Board', 'yearBorn': 1958, 'fiscalYear': 2022, 'totalPay': 968666, 'exercisedValue': 0, 'unexercisedValue': 480867}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
1,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Mr. Mark  Hamersma', 'age': 54, 'title': 'Chief Bus. Devel. Officer & Member of Management Board', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 1013324, 'exercisedValue': 0, 'unexercisedValue': 119221}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
2,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Mr. Aldo  Kamper M.B.A.', 'age': 52, 'title': 'Chairman of the Management Board & CEO', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
3,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Mr. Rainer  Irle', 'age': 52, 'title': 'Director & CFO', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
4,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Dr. Juergen  Rebel', 'age': 50, 'title': 'Sr. VP of Investor Relations', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
5,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Dr. Jann H. Siefken', 'title': 'VP & Chief Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
6,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Mr. Pierre  Laboisse', 'title': 'Exec. VP of Global Sales & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
7,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Mario  Manninger', 'title': 'Sr. Director of Engg Division -  Advanced Optical Solutions & Member of Technical Advisory Board', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
8,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Mr. Bruce  Ulrich', 'title': 'Sr. VP, GM of Division Advanced Optical Sensors & Power', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
9,Tobelbader Strasse 30,Premstätten,8141,Austria,43 3136 500 0,43 3136 525 01,https://ams-osram.com,Semiconductors,Semiconductors,Technology,Technology,"ams-OSRAM AG designs, manufactures, and sells LED and optical sensor solutions in Europe, the Middle East, Africa, the Americas, and Asia/Pacific. The company operates in Semiconductors and Lamps & Systems segments. The Semiconductors segment offers semiconductor-based products and solutions, such as high-performance LEDs, lasers, and optical sensors for automotive, consumer, and industrial end markets. The Lamps & Systems segment provides lamps and lighting systems for the automotive, industrial, and medical end markets. The company was formerly known as ams AG and changed its name to ams-OSRAM AG in January 2022. ams-OSRAM AG was founded in 1981 and is headquartered in Premstätten, Austria.",21059,"{'maxAge': 1, 'name': 'Dr. Rainer  Minixhofer', 'title': 'Head of Technology & Member of Technical Board', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,5.586,5.628,5.556,5.75,5.586,5.628,5.556,5.75,1528761600,0.0,2.227102,10.92549,3183612,3183612,2031252,1814246,1814246,5.572,0.0,0,0,1456219904,4.873,9.96,0.34938097,6.28484,6.83867,0.0,0.0,CHF,3679210240,-0.47817,261114276,261346000,0.00778,0.48817003,261346000,4.787,1.1639857,1672444800,1703980800,1688083200,-1992999936,-7.31,0.51,3.43,5:1,1406160000,0.883,-4.847,-0.16935003,0.14113986,0.223032,1528761600,EBS,EQUITY,AMS.SW,AMS.SW,ams-OSRAM,ams-OSRAM AG,1084777200,Europe/Zurich,CEST,ea5c5dc9-e840-37af-b941-4be8fbd65fe4,finmb_628413,7200000,5.572,16.39,4.86,8.29,7.24,3.2,hold,13,860000000,3.291,-759000000,3076999936,0.566,0.898,4168000000,244.789,15.934,-0.10176,-0.82809997,1467000000,-583875008,746000000,-0.281,0.28094998,-0.1821,-0.33205003,EUR,
