,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Mr. Kamidi Narsimha Reddy', 'age': 74, 'title': 'Founder, MD & Exec. Director', 'yearBorn': 1948, 'fiscalYear': 2023, 'totalPay': 171000000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
1,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Mr. Kamidi Jalandhar Reddy', 'age': 51, 'title': 'CFO & Whole-time Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2023, 'totalPay': 119490000, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
2,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Ms. Haritha  Varanasi', 'title': 'Company Sec. & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
3,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Major T. L. Verma', 'age': 67, 'title': 'Sr. VP of Technical', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
4,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Mr. V. Narasimha Ramana', 'age': 59, 'title': 'Sr. VP of Technical', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
5,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Mr. T. Bhaskar Rao', 'age': 55, 'title': 'Sr. VP of Technical', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
6,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Mr. S.  Vaikuntanathan', 'age': 68, 'title': 'VP of Fin. & Accounts', 'yearBorn': 1954, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
7,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Mr. K.  Shankar Reddy', 'age': 51, 'title': 'VP', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
8,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Mr. E.  Srinivasa Rao', 'age': 58, 'title': 'VP of Technical', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
9,KNR House,"3rd & 4th Floors Plot No: 113 & 114, Phase-1 Kavuri Hills, Jubilee Hills Road No.36",Hyderabad,500033,India,91 40 4026 8759,91 40 4026 8760,https://www.knrcl.com,Engineering & Construction,Industrials,"KNR Constructions Limited, together with its subsidiaries, engages in the construction, engineering, and infrastructure development activities in India. The company provides engineering, procurement, and construction services for roads, highways, bridges and flyovers, expressways, viaducts, irrigation, urban water infrastructure management, and other projects. The company was incorporated in 1995 and is based in Hyderabad, India.",5712,"{'maxAge': 1, 'name': 'Mr. Junuthula  Anudeep', 'age': 33, 'title': 'Project Coordinator \x96 Technical', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,275.45,278.65,275.0,280.6,275.45,278.65,275.0,280.6,0.25,0.00090000004,1695340800,0.0139,0.702792,15.316139,16.388723,621089,621089,717999,1208487,1208487,0.0,0.0,0,0,77663043584,202.7,287.0,1.911505,255.582,252.33224,0.0,0.0,INR,81438842880,0.12442,137133886,281235008,0.51101,0.37172002,98.885,2.7926378,1680220800,1711843200,1688083200,0.53,5055107072,18.03,16.85,1.06,2:1,1612310400,2.004,8.748,NSI,EQUITY,KNRCON.NS,KNRCON.NS,KNR CONSTRUCTIONS,KNR Constructions Limited,1203306300,Asia/Kolkata,IST,19800000,276.15,329.0,260.0,290.5,294.0,1.6,buy,20,2355219968,8.383,9309730816,6520608768,40629264384,23.73,144.499,12298525000,0.53,0.001,0.34824002,0.22914,0.18353,INR,
