,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Mark R. Widmar', 'age': 56, 'title': 'CEO & Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 2657836, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
1,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Alexander R. Bradley', 'age': 41, 'title': 'Chief Financial Officer', 'yearBorn': 1981, 'fiscalYear': 2022, 'totalPay': 1109368, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
2,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Jason E. Dymbort', 'age': 44, 'title': 'Gen. Counsel & Sec.', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 895009, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
3,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Ms. Caroline  Stockdale', 'age': 59, 'title': 'Chief People & Communications Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 923801, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
4,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Georges J. Antoun', 'age': 59, 'title': 'Chief Commercial Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1369660, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
5,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Byron Michael Jeffers', 'age': 38, 'title': 'Global Controller & Chief Accounting Officer', 'yearBorn': 1984, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
6,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Markus  Gloeckler', 'age': 48, 'title': 'Chief Technology Officer', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
7,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Mitchell  Ennis', 'title': 'Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
8,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Michael  Koralewski', 'age': 50, 'title': 'Chief Supply Chain Officer', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
9,350 West Washington Street,Suite 600,Tempe,AZ,85281,United States,602 414 9300,602 414 9400,https://www.firstsolar.com,Solar,Technology,"First Solar, Inc. provides photovoltaic (PV) solar energy solutions in the United State, Japan, France, Canada, India, Australia, and internationally. The company designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona.",5500,"{'maxAge': 1, 'name': 'Mr. Patrick  Buehler', 'age': 44, 'title': 'Chief Product Officer', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",3,9,8,7,7,1693526400,1672444800,86400,2,2988.0,3000.79,3000.79,3000.79,2988.0,3000.79,3000.79,3000.79,0.0,1.395573,116.26463,150,150,274,167,167,0.0,3229.0,500500,499900,320577404928,2360.0,4058.0,107.206375,3239.3406,3348.396,0.0,0.0,MXN,317811556352,0.05231,101177877,106831000,0.052529998,0.85462,56.535,53.07845,1672444800,1703980800,1688083200,2.057,156424000,25.81,106.281,836.278,MEX,EQUITY,FSLR.MX,FSLR.MX,FIRST SOLAR INC,"First Solar, Inc.",1211977800,America/Mexico_City,CDT,-18000000,3000.79,none,1883956992,17.635,380031008,483296992,2.34,3.357,2990283008,8.002,28.026,0.00773,0.02621,127658000,-879189504,799913984,2.058,0.306,0.16857,0.12708999,0.03395,USD,
